,Symb.,Name,Sector,Period,Begin.,End,Pnl $,Pnl %,Gross Profit,Gross Loss,# Winners,# Loosers,% Winners,MaxDD $,MaxDD %,Aver. Win $,Aver. Loos $,Aver. Duration,Total Trades,% Long,% Short,Profit Factor
425,HSY,The Hershey Company,Consumer Staples,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,233649.08,52.4,265760.65,-32111.57,34.0,6.0,85.0,-11115.06,-2.49,7816.0,-5352.0,3 days 17:24:00,40,52.5,47.5,8.28
426,MOS,The Mosaic Company,Materials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3754.19,61.64,3817.79,-63.6,9.0,2.0,81.82,-1125.6,-18.48,424.0,-32.0,19 days 06:32:43.636363,11,54.55,45.45,60.03
427,TRV,The Travelers Companies Inc.,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1163.69,10.78,1932.11,-768.42,15.0,9.0,62.5,-208.5,-1.93,129.0,-85.0,7 days 10:00:00,24,25.0,75.0,2.51
428,DIS,The Walt Disney Company,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3706.72,35.19,4692.51,-985.79,10.0,4.0,71.43,-320.76,-3.05,469.0,-246.0,15 days 03:25:42.857142,14,64.29,35.71,4.76
429,TMO,Thermo Fisher Scientific,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-1419.9,-17.07,0.0,-1419.9,0.0001,1.0,0.01,-711.36,-8.55,0.0,-1420.0,0 days 00:00:00,1,0.0,100.0,0.0
430,TIF,Tiffany & Co.,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-160.24,-2.46,1199.71,-1359.95,8.0,6.0,57.14,-504.0,-7.73,150.0,-227.0,14 days 10:17:08.571428,14,42.86,57.14,0.88
431,TWX,Time Warner Inc.,Consumer Discretionary,148 days 00:00:00,2018-01-17 00:00:00,2018-06-14 00:00:00,2530.77,21.7,2584.32,-53.55,13.0,2.0,86.67,-406.8,-3.49,199.0,-27.0,5 days 09:36:00,15,46.67,53.33,48.26
432,TJX,TJX Companies Inc.,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,989.35,6.86,2074.21,-1084.86,4.0,2.0,66.67,-893.75,-6.2,519.0,-542.0,3 days 16:00:00,6,50.0,50.0,1.91
433,TMK,Torchmark Corp.,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-30.47,-0.29,626.1,-656.57,2.0,3.0,40.0,-391.92,-3.74,313.0,-219.0,21 days 09:36:00,5,40.0,60.0,0.95
434,TSS,Total System Services,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,6309.45,56.64,6981.91,-672.46,17.0,6.0,73.91,-1093.5,-9.82,411.0,-112.0,6 days 14:36:31.304347,23,56.52,43.48,10.38
435,TSCO,Tractor Supply Company,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-576.12,-6.03,1110.65,-1686.77,2.0,4.0,33.33,-806.6,-8.45,555.0,-422.0,6 days 20:00:00,6,0.0,100.0,0.66
436,TDG,TransDigm Group,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-2907.88,-29.89,751.52,-3659.4,1.0,2.0,33.33,-675.64,-6.94,752.0,-1830.0,5 days 00:00:00,3,0.0,100.0,0.21
437,TRIP,TripAdvisor,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-1466.54,-17.97,1652.15,-3118.69,4.0,7.0,36.36,-792.33,-9.71,413.0,-446.0,19 days 19:38:10.909090,11,45.45,54.55,0.53
438,TSN,Tyson Foods,Consumer Staples,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,12130.41,47.93,13856.13,-1725.72,13.0,3.0,81.25,-1582.08,-6.25,1066.0,-575.0,10 days 06:00:00,16,75.0,25.0,8.03
439,USB,U.S. Bancorp,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2355.31,25.81,3226.69,-871.38,8.0,5.0,61.54,-601.92,-6.6,403.0,-174.0,15 days 00:00:00,13,23.08,76.92,3.7
440,UDR,UDR Inc,Real Estate,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1188.14,6.59,2159.24,-971.1,3.0,1.0,75.0,-682.52,-3.78,720.0,-971.0,8 days 18:00:00,4,50.0,50.0,2.22
441,ULTA,Ulta Beauty,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1785.94,19.71,4041.13,-2255.19,12.0,10.0,54.55,-830.25,-9.16,337.0,-226.0,8 days 08:43:38.181818,22,13.64,86.36,1.79
442,UAA,Under Armour Class A,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,5195.96,30.7,9613.99,-4418.03,13.0,4.0,76.47,-1911.87,-11.3,740.0,-1105.0,11 days 11:17:38.823529,17,52.94,47.06,2.18
443,UNP,Union Pacific,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3170.15,32.86,3663.19,-493.04,7.0,3.0,70.0,-496.29,-5.14,523.0,-164.0,20 days 16:48:00,10,80.0,20.0,7.43
444,UAL,United Continental Holdings,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,40.94,0.53,40.94,0.0,1.0,0.0001,99.99,-871.31,-11.26,41.0,0.0,0 days 00:00:00,1,0.0,100.0,inf
445,UNH,United Health Group Inc.,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,891.66,5.51,891.66,0.0,1.0,0.0001,99.99,-2638.72,-16.31,892.0,0.0,0 days 00:00:00,1,0.0,100.0,inf
446,UPS,United Parcel Service,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,5121.94,62.1,6295.52,-1173.58,22.0,8.0,73.33,-274.13,-3.32,286.0,-147.0,5 days 08:48:00,30,56.67,43.33,5.36
447,URI,"United Rentals, Inc.",Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2815.71,74.05,3689.28,-873.57,21.0,12.0,63.64,-658.8,-17.33,176.0,-73.0,4 days 10:10:54.545454,33,24.24,75.76,4.22
448,UTX,United Technologies,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,356.37,4.34,1668.2,-1311.83,5.0,6.0,45.45,-761.83,-9.29,334.0,-219.0,3 days 06:32:43.636363,11,18.18,81.82,1.27
449,UHS,"Universal Health Services, Inc.",Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,6254.1,68.22,6959.71,-705.61,35.0,7.0,83.33,-749.45,-8.17,199.0,-101.0,4 days 00:00:00,42,33.33,66.67,9.86
450,UNM,Unum Group,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-495.26,-7.71,1170.94,-1666.2,7.0,4.0,63.64,-486.14,-7.57,167.0,-417.0,18 days 02:10:54.545454,11,54.55,45.45,0.7
451,VFC,V.F. Corp.,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1471.01,16.51,2225.05,-754.04,2.0,3.0,40.0,-765.68,-8.59,1113.0,-251.0,25 days 00:00:00,5,80.0,20.0,2.95
452,VLO,Valero Energy,Energy,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,5758.4,87.62,6252.9,-494.5,19.0,4.0,82.61,-831.47,-12.65,329.0,-124.0,7 days 22:57:23.478260,23,34.78,65.22,12.64
453,VAR,Varian Medical Systems,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2788.64,25.39,4820.02,-2031.38,15.0,10.0,60.0,-619.83,-5.64,321.0,-203.0,7 days 12:28:48,25,68.0,32.0,2.37
454,VTR,Ventas Inc,Real Estate,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,16443.82,91.42,17021.72,-577.9,42.0,3.0,93.33,-640.9,-3.56,405.0,-193.0,3 days 10:08:00,45,53.33,46.67,29.45
455,VRSN,Verisign Inc.,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-769.39,-7.39,1058.88,-1828.27,4.0,5.0,44.44,-647.22,-6.22,265.0,-366.0,9 days 08:00:00,9,22.22,77.78,0.58
456,VRSK,Verisk Analytics,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,851.67,5.98,3598.65,-2746.98,14.0,13.0,51.85,-568.89,-4.0,257.0,-211.0,6 days 00:53:20,27,18.52,81.48,1.31
457,VZ,Verizon Communications,Telecommunication Services,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,5669.39,26.6,7568.26,-1898.87,17.0,6.0,73.91,-472.44,-2.22,445.0,-316.0,5 days 01:02:36.521739,23,39.13,60.87,3.99
458,VRTX,Vertex Pharmaceuticals Inc,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1639.19,23.38,2210.15,-570.96,9.0,2.0,81.82,-385.28,-5.5,246.0,-285.0,19 days 17:27:16.363636,11,54.55,45.45,3.87
459,VIAB,Viacom Inc.,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,9171.22,115.49,9304.84,-133.62,33.0,2.0,94.29,-599.96,-7.56,282.0,-67.0,4 days 09:36:00,35,54.29,45.71,69.64
460,V,Visa Inc.,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-277.81,-2.57,1863.92,-2141.73,12.0,10.0,54.55,-729.83,-6.74,155.0,-214.0,7 days 21:49:05.454545,22,31.82,68.18,0.87
461,VNO,Vornado Realty Trust,Real Estate,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,5420.59,57.25,5691.51,-270.92,20.0,4.0,83.33,-446.08,-4.71,285.0,-68.0,5 days 02:00:00,24,45.83,54.17,21.01
462,VMC,Vulcan Materials,Materials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,7955.09,68.14,8065.14,-110.05,18.0,2.0,90.0,-737.8,-6.32,448.0,-55.0,9 days 02:24:00,20,80.0,20.0,73.29
463,WMT,Wal-Mart Stores,Consumer Staples,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1166.51,4.49,5946.13,-4779.62,10.0,10.0,50.0,-1083.56,-4.17,595.0,-478.0,7 days 09:36:00,20,25.0,75.0,1.24
464,WBA,Walgreens Boots Alliance,Consumer Staples,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-3486.28,-28.3,1362.4,-4848.68,4.0,6.0,40.0,-1713.8,-13.91,341.0,-808.0,19 days 09:36:00,10,50.0,50.0,0.28
465,WM,Waste Management Inc.,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,267.79,1.63,2567.98,-2300.19,8.0,8.0,50.0,-742.14,-4.53,321.0,-288.0,9 days 07:30:00,16,12.5,87.5,1.12
466,WAT,Waters Corporation,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3576.53,40.7,5239.79,-1663.26,18.0,5.0,78.26,-264.45,-3.01,291.0,-333.0,7 days 09:23:28.695652,23,52.17,47.83,3.15
467,WEC,Wec Energy Group Inc,Utilities,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4900.32,5.09,20042.54,-15142.22,13.0,10.0,56.52,-2270.59,-2.36,1542.0,-1514.0,8 days 03:07:49.565217,23,17.39,82.61,1.32
468,WFC,Wells Fargo,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3069.68,34.05,4276.35,-1206.67,24.0,7.0,77.42,-572.88,-6.36,178.0,-172.0,5 days 14:42:34.838709,31,29.03,70.97,3.54
469,WELL,Welltower Inc.,Real Estate,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,11895.43,31.04,14857.79,-2962.36,17.0,7.0,70.83,-2048.16,-5.34,874.0,-423.0,5 days 18:00:00,24,16.67,83.33,5.02
470,WDC,Western Digital,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1497.31,26.02,6113.91,-4616.6,18.0,10.0,64.29,-546.0,-9.49,340.0,-462.0,6 days 01:42:51.428571,28,57.14,42.86,1.32
471,WU,Western Union Co,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1383.07,9.59,2998.85,-1615.78,15.0,8.0,65.22,-677.04,-4.69,200.0,-202.0,7 days 08:20:52.173913,23,69.57,30.43,1.86
472,WRK,WestRock Company,Materials,231 days 00:00:00,2018-12-20 00:00:00,2019-08-08 00:00:00,2881.63,49.3,3421.45,-539.82,22.0,4.0,84.62,-237.15,-4.06,156.0,-135.0,4 days 13:50:46.153846,26,73.08,26.92,6.34
473,WY,Weyerhaeuser Corp.,Real Estate,237 days 00:00:00,2018-12-14 00:00:00,2019-08-08 00:00:00,442.12,7.91,1380.82,-938.7,4.0,2.0,66.67,-957.9,-17.14,345.0,-469.0,18 days 08:00:00,6,16.67,83.33,1.47
474,WHR,Whirlpool Corp.,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,5327.88,97.71,5486.52,-158.64,29.0,3.0,90.62,-460.28,-8.44,189.0,-53.0,4 days 07:30:00,32,62.5,37.5,34.58
475,WMB,Williams Cos.,Energy,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2209.91,36.76,2931.32,-721.41,14.0,6.0,70.0,-320.46,-5.33,209.0,-120.0,4 days 21:36:00,20,40.0,60.0,4.06
476,WLTW,Willis Towers Watson,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4359.91,34.73,5014.59,-654.68,22.0,7.0,75.86,-336.75,-2.68,228.0,-94.0,4 days 03:18:37.241379,29,41.38,58.62,7.66
477,WYNN,Wynn Resorts Ltd,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,6494.23,142.63,6610.78,-116.55,18.0,1.0,94.74,-755.3,-16.59,367.0,-117.0,9 days 21:28:25.263157,19,52.63,47.37,56.72
478,XEL,Xcel Energy Inc,Utilities,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2085.68,3.49,11858.93,-9773.25,13.0,8.0,61.9,-3732.48,-6.24,912.0,-1222.0,7 days 10:17:08.571428,21,9.52,90.48,1.21
479,XRX,Xerox Corp.,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-1653.92,-29.97,127.84,-1781.76,1.0,1.0,50.0,-668.16,-12.11,128.0,-1782.0,23 days 00:00:00,2,50.0,50.0,0.07
480,XLNX,Xilinx Inc,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-1034.68,-11.85,0.0,-1034.68,0.0001,2.0,0.0,-800.91,-9.18,0.0,-517.0,18 days 12:00:00,2,0.0,100.0,0.0
481,XYL,Xylem Inc.,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1783.41,20.76,2719.07,-935.66,7.0,4.0,63.64,-642.6,-7.48,388.0,-234.0,17 days 10:54:32.727272,11,36.36,63.64,2.91
482,YUM,Yum! Brands Inc,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2667.92,11.04,5406.73,-2738.81,16.0,13.0,55.17,-1297.95,-5.37,338.0,-211.0,5 days 00:49:39.310344,29,10.34,89.66,1.97
483,ZBH,Zimmer Biomet Holdings,Health Care,44 days 00:00:00,2019-06-25 00:00:00,2019-08-08 00:00:00,291.0,3.56,809.29,-518.29,6.0,2.0,75.0,-211.8,-2.59,135.0,-259.0,3 days 00:00:00,8,62.5,37.5,1.56
484,ZION,Zions Bancorp,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,38.99,0.6,1602.33,-1563.34,6.0,8.0,42.86,-727.62,-11.21,267.0,-195.0,14 days 13:42:51.428571,14,71.43,28.57,1.02
485,ZTS,Zoetis,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4782.26,39.06,4893.8,-111.54,8.0,3.0,72.73,-898.04,-7.34,612.0,-37.0,13 days 08:43:38.181818,11,90.91,9.09,43.87
