Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers
Statement,Data,BrokerAddress,
Statement,Data,Title,Activity Statement
Statement,Data,Period,"October 28, 2019"
Statement,Data,WhenGenerated,"2019-10-29, 10:23:52 EDT"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,CSS Alpha Fund Ltd
Account Information,Data,Account,DU1507428
Account Information,Data,Master Name,CSS Alpha Fund Ltd
Account Information,Data,Account Type,Individual
Account Information,Data,Customer Type,Corporate
Account Information,Data,Account Capabilities,Portfolio Margin
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,474757.437807308,558576.105984271,0,558576.105984271,83818.668176963
Net Asset Value,Data,Stock,28022.13,1032973.16,-1088135.27,-55162.11,-83184.24
Net Asset Value,Data,Interest Accruals,-573.41,353.38,-954.71,-601.33,-27.92
Net Asset Value,Data,Total,502206.157807308,1591902.645984271,-1089089.98,502812.665984271,606.508176963
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,0.120768765%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,502206.157807308
Change in NAV,Data,Mark-to-Market,670.87
Change in NAV,Data,Change in Interest Accruals,-27.92
Change in NAV,Data,Commissions,-36.441823037
Change in NAV,Data,Ending Value,502812.665984271
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Net Stock Position Summary,Data,Stocks,USD,SYMC,SYMANTEC CORP,434,0,0,434
Net Stock Position Summary,Data,Stocks,USD,TDG,TRANSDIGM GROUP INC,19,0,0,19
Net Stock Position Summary,Data,Stocks,USD,TFX,TELEFLEX INC,-30,0,0,-30
Net Stock Position Summary,Data,Stocks,USD,TGT,TARGET CORP,-89,0,0,-89
Net Stock Position Summary,Data,Stocks,USD,TIF,TIFFANY & CO,-102,0,0,-102
Net Stock Position Summary,Data,Stocks,USD,TRIP,TRIPADVISOR INC,-268,0,0,-268
Net Stock Position Summary,Data,Stocks,USD,TRV,TRAVELERS COS INC/THE,71,0,0,71
Net Stock Position Summary,Data,Stocks,USD,TXT,TEXTRON INC,212,0,0,212
Net Stock Position Summary,Data,Stocks,USD,UAA,UNDER ARMOUR INC-CLASS A,-509,0,0,-509
Net Stock Position Summary,Data,Stocks,USD,UHS,UNIVERSAL HEALTH SERVICES-B,68,0,0,68
Net Stock Position Summary,Data,Stocks,USD,ULTA,ULTA BEAUTY INC,41,0,0,41
Net Stock Position Summary,Data,Stocks,USD,UNP,UNION PACIFIC CORP,60,0,0,60
Net Stock Position Summary,Data,Stocks,USD,UPS,UNITED PARCEL SERVICE-CL B,-86,0,0,-86
Net Stock Position Summary,Data,Stocks,USD,UTX,UNITED TECHNOLOGIES CORP,73,0,0,73
Net Stock Position Summary,Data,Stocks,USD,VAR,VARIAN MEDICAL SYSTEMS INC,83,0,0,83
Net Stock Position Summary,Data,Stocks,USD,VFC,VF CORP,119,0,0,119
Net Stock Position Summary,Data,Stocks,USD,VIAB,VIACOM INC-CLASS B,48,0,0,48
Net Stock Position Summary,Data,Stocks,USD,VLO,VALERO ENERGY CORP,-110,0,0,-110
Net Stock Position Summary,Data,Stocks,USD,VMC,VULCAN MATERIALS CO,68,0,0,68
Net Stock Position Summary,Data,Stocks,USD,VRTX,VERTEX PHARMACEUTICALS INC,-52,0,0,-52
Net Stock Position Summary,Data,Stocks,USD,WAB,WABTEC CORP,157,0,0,157
Net Stock Position Summary,Data,Stocks,USD,WAT,WATERS CORP,46,0,0,46
Net Stock Position Summary,Data,Stocks,USD,WCG,WELLCARE HEALTH PLANS INC,-37,0,0,-37
Net Stock Position Summary,Data,Stocks,USD,WFC,WELLS FARGO & CO,-201,0,0,-201
Net Stock Position Summary,Data,Stocks,USD,WHR,WHIRLPOOL CORP,-62,0,0,-62
Net Stock Position Summary,Data,Stocks,USD,WRK,WESTROCK CO,35,0,0,35
Net Stock Position Summary,Data,Stocks,USD,WU,WESTERN UNION CO,456,0,0,456
Net Stock Position Summary,Data,Stocks,USD,WYNN,WYNN RESORTS LTD.,-88,0,0,-88
Net Stock Position Summary,Data,Stocks,USD,XEC,CIMAREX ENERGY CO,-215,0,0,-215
Net Stock Position Summary,Data,Stocks,USD,XEL,XCEL ENERGY INC,155,0,0,155
Net Stock Position Summary,Data,Stocks,USD,XLNX,XILINX INC,105,0,0,105
Net Stock Position Summary,Data,Stocks,USD,XRAY,DENTSPLY SIRONA INC,187,0,0,187
Net Stock Position Summary,Data,Stocks,USD,XRX,XEROX HOLDINGS CORP,329,0,0,329
Net Stock Position Summary,Data,Stocks,USD,ZBH,ZIMMER BIOMET HOLDINGS INC,-73,0,0,-73
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,Realized P/L %,MTM P/L,Code
Trades,Data,Order,Stocks,USD,A,"2019-10-28, 09:30:20",-134,75.72,76.15,10146.48,-1.225978136,-10013.48,131.774022,1.315966297,-57.62,C;P
Trades,SubTotal,,Stocks,USD,A,,-134,,,10146.48,-1.225978136,-10013.48,131.774022,1.32,-57.62,
Trades,Data,Order,Stocks,USD,ADP,"2019-10-28, 09:30:13",-62,162.13,162.48,10052.06,-1.215455642,-10050.844544358,0,0,-21.7,O;P
Trades,SubTotal,,Stocks,USD,ADP,,-62,,,10052.06,-1.215455642,-10050.844544358,0,0.00,-21.7,
Trades,Data,Order,Stocks,USD,AIG,"2019-10-28, 11:06:38",189,52.91,52.55,-9999.99,-1,10061.129218,60.139218,0.597738253,-68.04,C
Trades,SubTotal,,Stocks,USD,AIG,,189,,,-9999.99,-1,10061.129218,60.139218,0.60,-68.04,
Trades,Data,Order,Stocks,USD,ARNC,"2019-10-28, 09:30:08",-360,27.65,27.66,9954,-2.0488878,-9962.4,-10.448887,-0.104883231,-3.6,C;P
Trades,SubTotal,,Stocks,USD,ARNC,,-360,,,9954,-2.0488878,-9962.4,-10.448887,-0.10,-3.6,
Trades,Data,Order,Stocks,USD,AVGO,"2019-10-28, 09:30:10",-35,290.4,291.55,10164,-1.2145598,-10056.5,106.28544,1.056883011,-40.25,C
Trades,SubTotal,,Stocks,USD,AVGO,,-35,,,10164,-1.2145598,-10056.5,106.28544,1.06,-40.25,
Trades,Data,Order,Stocks,USD,BBY,"2019-10-28, 09:30:26",-137,74.53729927,74.37,10211.61,-1.227683327,-10210.382316673,0,0,22.92,O;P
Trades,SubTotal,,Stocks,USD,BBY,,-137,,,10211.61,-1.227683327,-10210.382316673,0,0.00,22.92,
Trades,Data,Order,Stocks,USD,CHD,"2019-10-28, 09:30:08",-137,74.882627737,74.6,10258.92,-1.228662644,-9995.15,262.541338,2.626687323,38.72,C;P
Trades,SubTotal,,Stocks,USD,CHD,,-137,,,10258.92,-1.228662644,-9995.15,262.541338,2.63,38.72,
Trades,Data,Order,Stocks,USD,CHRW,"2019-10-28, 09:30:08",-120,91.01,90.33,10921.2,-1.24034884,-9967,952.959651,9.561148299,81.6,C
Trades,SubTotal,,Stocks,USD,CHRW,,-120,,,10921.2,-1.24034884,-9967,952.959651,9.56,81.6,
Trades,Data,Order,Stocks,USD,CNC,"2019-10-28, 09:30:16",-209,48.275215311,48.6,10089.52,-1.278724064,-9959.895,128.346275,1.288630804,-67.88,C;P
Trades,SubTotal,,Stocks,USD,CNC,,-209,,,10089.52,-1.278724064,-9959.895,128.346275,1.29,-67.88,
Trades,Data,Order,Stocks,USD,COG,"2019-10-28, 09:33:14",-533,18.77,18.11,10004.41,-2.935518287,-10001.474481713,0,0,351.78,O;P
Trades,SubTotal,,Stocks,USD,COG,,-533,,,10004.41,-2.935518287,-10001.474481713,0,0.00,351.78,
Trades,Data,Order,Stocks,USD,CPB,"2019-10-28, 09:30:26",209,46.45,46.56,-9708.05,-1.045,10001.463072,292.368072,2.923253027,22.99,C;P
Trades,SubTotal,,Stocks,USD,CPB,,209,,,-9708.05,-1.045,10001.463072,292.368072,2.92,22.99,
Trades,Data,Order,Stocks,USD,FANG,"2019-10-28, 09:30:08",-115,87.98,86.6,10117.7,-1.22312139,-10043.95,72.526878,0.722095172,158.7,C;P
Trades,SubTotal,,Stocks,USD,FANG,,-115,,,10117.7,-1.22312139,-10043.95,72.526878,0.72,158.7,
Trades,Data,Order,Stocks,USD,HCP,"2019-10-28, 09:30:14",280,36.2,36.15,-10136,-1.4,10025.159125,-112.240875,-1.119591955,-14,C;P
Trades,SubTotal,,Stocks,USD,HCP,,280,,,-10136,-1.4,10025.159125,-112.240875,-1.12,-14,
Trades,Data,Order,Stocks,USD,HFC,"2019-10-28, 09:30:29",-175,57.59,58.25,10078.25,-1.229444775,-10077.020555225,0,0,-115.5,O;P
Trades,SubTotal,,Stocks,USD,HFC,,-175,,,10078.25,-1.229444775,-10077.020555225,0,0.00,-115.5,
Trades,Data,Order,Stocks,USD,HRL,"2019-10-28, 09:30:20",-245,40.67,40.49,9964.15,-1.460412905,-9993.775,-31.085413,-0.311047757,44.1,C
Trades,SubTotal,,Stocks,USD,HRL,,-245,,,9964.15,-1.460412905,-9993.775,-31.085413,-0.31,44.1,
Trades,Data,Order,Stocks,USD,KR,"2019-10-28, 09:32:14",419,25.33,25.33,-10613.27,-2.095,10049.457066,-565.907934,-5.631228934,0,C;P
Trades,SubTotal,,Stocks,USD,KR,,419,,,-10613.27,-2.095,10049.457066,-565.907934,-5.63,0,
Trades,Data,Order,Stocks,USD,LLY,"2019-10-28, 09:31:10",-89,110.43,112.99,9828.27,-1.214036189,-10021.51,-194.454036,-1.940366631,-227.84,C
Trades,SubTotal,,Stocks,USD,LLY,,-89,,,9828.27,-1.214036189,-10021.51,-194.454036,-1.94,-227.84,
Trades,Data,Order,Stocks,USD,REGN,"2019-10-28, 09:30:02",33,306.82,308.56,-10125.06,-1,10126.06,0,0,57.42,O
Trades,SubTotal,,Stocks,USD,REGN,,33,,,-10125.06,-1,10126.06,0,0.00,57.42,
Trades,Data,Order,Stocks,USD,SIVB,"2019-10-28, 09:30:12",-46,220.51,227.28,10143.46,-1.215443622,-10142.244556378,0,0,-311.42,O
Trades,SubTotal,,Stocks,USD,SIVB,,-46,,,10143.46,-1.215443622,-10142.244556378,0,0.00,-311.42,
Trades,Data,Order,Stocks,USD,SLG,"2019-10-28, 09:33:07",-121,82.68,82.26,10004.28,-1.221487596,-10003.058512404,0,0,50.82,O;P
Trades,SubTotal,,Stocks,USD,SLG,,-121,,,10004.28,-1.221487596,-10003.058512404,0,0.00,50.82,
Trades,Data,Order,Stocks,USD,TIF,"2019-10-28, 09:31:13",-102,127.99,129.72,13054.98,-1.282376086,-13053.697623914,0,0,-176.46,O;P
Trades,SubTotal,,Stocks,USD,TIF,,-102,,,13054.98,-1.282376086,-13053.697623914,0,0.00,-176.46,
Trades,Data,Order,Stocks,USD,TSCO,"2019-10-28, 09:38:50",109,96.65,95.71,-10534.85,-1,10024.599494,-511.250506,-5.099959418,-102.46,C;P
Trades,SubTotal,,Stocks,USD,TSCO,,109,,,-10534.85,-1,10024.599494,-511.250506,-5.10,-102.46,
Trades,Data,Order,Stocks,USD,UAL,"2019-10-28, 09:30:02",-111,91.7,92.19,10178.7,-1.22390809,-9959.92,217.556092,2.184315657,-54.39,C
Trades,SubTotal,,Stocks,USD,UAL,,-111,,,10178.7,-1.22390809,-9959.92,217.556092,2.18,-54.39,
Trades,Data,Order,Stocks,USD,URI,"2019-10-28, 09:43:26",76,135.55,136,-10301.8,-1,10011.023703,-291.776297,-2.914550057,34.2,C
Trades,SubTotal,,Stocks,USD,URI,,76,,,-10301.8,-1,10011.023703,-291.776297,-2.91,34.2,
Trades,Data,Order,Stocks,USD,VAR,"2019-10-28, 09:31:17",83,120.54,122.2,-10004.82,-1,10005.82,0,0,137.78,O
Trades,SubTotal,,Stocks,USD,VAR,,83,,,-10004.82,-1,10005.82,0,0.00,137.78,
Trades,Data,Order,Stocks,USD,VFC,"2019-10-28, 09:35:52",119,84.315210084,83.45,-10033.51,-1,10034.51,0,0,-102.96,O;P
Trades,SubTotal,,Stocks,USD,VFC,,119,,,-10033.51,-1,10034.51,0,0.00,-102.96,
Trades,Data,Order,Stocks,USD,VRTX,"2019-10-28, 09:30:13",-52,194.71,194.02,10124.92,-1.215773844,-10123.704226156,0,0,35.88,O
Trades,SubTotal,,Stocks,USD,VRTX,,-52,,,10124.92,-1.215773844,-10123.704226156,0,0.00,35.88,
Trades,Data,Order,Stocks,USD,XLNX,"2019-10-28, 12:04:41",105,95.09,94.75,-9984.45,-1,9985.45,0,0,-35.7,O;P
Trades,SubTotal,,Stocks,USD,XLNX,,105,,,-9984.45,-1,9985.45,0,0.00,-35.7,
Trades,Total,,Stocks,USD,,,,,,83855.11,-36.441823037,-83311.335138821,507.333038,,-362.91, 
Interest Accruals,Header,Currency,Field Name,Field Value
Interest Accruals,Data,Base Currency Summary,Starting Accrual Balance,-573.41
Interest Accruals,Data,Base Currency Summary,Interest Accrued,-27.92
Interest Accruals,Data,Base Currency Summary,Accrual Reversal,0
Interest Accruals,Data,Base Currency Summary,Ending Accrual Balance,-601.33
Financial Instrument Information,Header,Asset Category,Symbol,Description,Conid,Security ID,Multiplier,Type,Code
Financial Instrument Information,Data,Stocks,A,AGILENT TECHNOLOGIES INC,1715006,,1,COMMON,
Financial Instrument Information,Data,Stocks,ABC,AMERISOURCEBERGEN CORP.,1714996,,1,COMMON,
Financial Instrument Information,Data,Stocks,ACN,ACCENTURE PLC-CL A,67889930,IE00B4BNMY34,1,COMMON,
Financial Instrument Information,Data,Stocks,ADBE,ADOBE INC,265768,,1,COMMON,
Financial Instrument Information,Data,Stocks,ADI,ANALOG DEVICES INC,4157,,1,COMMON,
Financial Instrument Information,Data,Stocks,ADP,AUTOMATIC DATA PROCESSING,4661,,1,COMMON,
Financial Instrument Information,Data,Stocks,ADSK,AUTODESK INC,265681,,1,COMMON,
Financial Instrument Information,Data,Stocks,AEP,AMERICAN ELECTRIC POWER,4211,,1,COMMON,
Financial Instrument Information,Data,Stocks,AES,AES CORP,2560358,,1,COMMON,
Financial Instrument Information,Data,Stocks,AFL,AFLAC INC,4227,,1,COMMON,
Financial Instrument Information,Data,Stocks,AIG,AMERICAN INTERNATIONAL GROUP,61319701,,1,COMMON,
Financial Instrument Information,Data,Stocks,AIV,APARTMENT INVT & MGMT CO -A,352924309,,1,REIT,
Financial Instrument Information,Data,Stocks,AIZ,ASSURANT INC,27727424,,1,COMMON,
Financial Instrument Information,Data,Stocks,ALB,ALBEMARLE CORP,4347,,1,COMMON,
Financial Instrument Information,Data,Stocks,ALGN,ALIGN TECHNOLOGY INC,11459264,,1,COMMON,
Financial Instrument Information,Data,Stocks,ALK,ALASKA AIR GROUP INC,4352,,1,COMMON,
Financial Instrument Information,Data,Stocks,ALLE,ALLEGION PLC,138438437,IE00BFRT3W74,1,COMMON,
Financial Instrument Information,Data,Stocks,AMP,AMERIPRISE FINANCIAL INC,35970258,,1,COMMON,
Financial Instrument Information,Data,Stocks,AMZN,AMAZON.COM INC,3691937,,1,COMMON,
Financial Instrument Information,Data,Stocks,ANET,ARISTA NETWORKS INC,153912055,,1,COMMON,
Financial Instrument Information,Data,Stocks,ANTM,ANTHEM INC,173962302,,1,COMMON,
Financial Instrument Information,Data,Stocks,AOS,SMITH (A.O.) CORP,12225,,1,COMMON,
Financial Instrument Information,Data,Stocks,APH,AMPHENOL CORP-CL A,4493,,1,COMMON,
Financial Instrument Information,Data,Stocks,APTV,APTIV PLC,298541832,JE00B783TY65,1,COMMON,
Financial Instrument Information,Data,Stocks,ARNC,ARCONIC INC,251923644,,1,COMMON,
Financial Instrument Information,Data,Stocks,AVB,AVALONBAY COMMUNITIES INC,5026974,,1,REIT,
Financial Instrument Information,Data,Stocks,AVGO,BROADCOM INC,313130367,,1,COMMON,
Financial Instrument Information,Data,Stocks,AVY,AVERY DENNISON CORP,4694,,1,COMMON,
Financial Instrument Information,Data,Stocks,AXP,AMERICAN EXPRESS CO,4721,,1,COMMON,
Financial Instrument Information,Data,Stocks,BBY,BEST BUY CO INC,4817,,1,COMMON,
Financial Instrument Information,Data,Stocks,BDX,BECTON DICKINSON AND CO,4886,,1,COMMON,
Financial Instrument Information,Data,Stocks,BEN,FRANKLIN RESOURCES INC,4906,,1,COMMON,
Financial Instrument Information,Data,Stocks,BIIB,BIOGEN INC,26734397,,1,COMMON,
Financial Instrument Information,Data,Stocks,BK,BANK OF NEW YORK MELLON CORP,44986804,,1,COMMON,
Financial Instrument Information,Data,Stocks,BLK,BLACKROCK INC,5049,,1,COMMON,
Financial Instrument Information,Data,Stocks,BSX,BOSTON SCIENTIFIC CORP,5270,,1,COMMON,
Financial Instrument Information,Data,Stocks,BWA,BORGWARNER INC,5336,,1,COMMON,
Financial Instrument Information,Data,Stocks,C,CITIGROUP INC,87335484,,1,COMMON,
Financial Instrument Information,Data,Stocks,CAH,CARDINAL HEALTH INC,5407,,1,COMMON,
Financial Instrument Information,Data,Stocks,CDNS,CADENCE DESIGN SYS INC,5552,,1,COMMON,
Financial Instrument Information,Data,Stocks,CERN,CERNER CORP,267475,,1,COMMON,
Financial Instrument Information,Data,Stocks,CFG,CITIZENS FINANCIAL GROUP,167955370,,1,COMMON,
Financial Instrument Information,Data,Stocks,CHD,CHURCH & DWIGHT CO INC,5651,,1,COMMON,
Financial Instrument Information,Data,Stocks,CHRW,C.H. ROBINSON WORLDWIDE INC,36320731,,1,COMMON,
Financial Instrument Information,Data,Stocks,CHTR,CHARTER COMMUNICATIONS INC-A,233674866,,1,COMMON,
Financial Instrument Information,Data,Stocks,CI,CIGNA CORP,346403540,,1,COMMON,
Financial Instrument Information,Data,Stocks,CINF,CINCINNATI FINANCIAL CORP,267661,,1,COMMON,
Financial Instrument Information,Data,Stocks,CL,COLGATE-PALMOLIVE CO,5749,,1,COMMON,
Financial Instrument Information,Data,Stocks,CNC,CENTENE CORP,13878278,,1,COMMON,
Financial Instrument Information,Data,Stocks,COF,CAPITAL ONE FINANCIAL CORP,5941,,1,COMMON,
Financial Instrument Information,Data,Stocks,COG,CABOT OIL & GAS CORP,5946,,1,COMMON,
Financial Instrument Information,Data,Stocks,COO,COOPER COS INC/THE,5960,,1,COMMON,
Financial Instrument Information,Data,Stocks,CPB,CAMPBELL SOUP CO,5980,,1,COMMON,
Financial Instrument Information,Data,Stocks,CRM,SALESFORCE.COM INC,29624264,,1,COMMON,
Financial Instrument Information,Data,Stocks,CSCO,CISCO SYSTEMS INC,268084,,1,COMMON,
Financial Instrument Information,Data,Stocks,CTSH,COGNIZANT TECH SOLUTIONS-A,4728759,,1,COMMON,
Financial Instrument Information,Data,Stocks,CVS,CVS HEALTH CORP,2585769,,1,COMMON,
Financial Instrument Information,Data,Stocks,CVX,CHEVRON CORP,5684,,1,COMMON,
Financial Instrument Information,Data,Stocks,CXO,CONCHO RESOURCES INC,45182651,,1,COMMON,
Financial Instrument Information,Data,Stocks,D,DOMINION ENERGY INC,6327,,1,COMMON,
Financial Instrument Information,Data,Stocks,DD,DUPONT DE NEMOURS INC,365921621,,1,COMMON,
Financial Instrument Information,Data,Stocks,DE,DEERE & CO,6393,,1,COMMON,
Financial Instrument Information,Data,Stocks,DGX,QUEST DIAGNOSTICS INC,2459465,,1,COMMON,
Financial Instrument Information,Data,Stocks,DHI,DR HORTON INC,268627,,1,COMMON,
Financial Instrument Information,Data,Stocks,DISCK,DISCOVERY INC-C,53855095,,1,COMMON,
Financial Instrument Information,Data,Stocks,DISH,DISH NETWORK CORP-A,48410287,,1,COMMON,
Financial Instrument Information,Data,Stocks,DLR,DIGITAL REALTY TRUST INC.,31832526,,1,REIT,
Financial Instrument Information,Data,Stocks,DOV,DOVER CORP,6517,,1,COMMON,
Financial Instrument Information,Data,Stocks,DRE,DUKE REALTY CORP,6548,,1,REIT,
Financial Instrument Information,Data,Stocks,DVN,DEVON ENERGY CORP,754442,,1,COMMON,
Financial Instrument Information,Data,Stocks,EBAY,EBAY INC,4347086,,1,COMMON,
Financial Instrument Information,Data,Stocks,ECL,ECOLAB INC,6682,,1,COMMON,
Financial Instrument Information,Data,Stocks,ED,CONSOLIDATED EDISON INC,6691,,1,COMMON,
Financial Instrument Information,Data,Stocks,EIX,EDISON INTL,11899,,1,COMMON,
Financial Instrument Information,Data,Stocks,EMN,EASTMAN CHEMICAL CO,6832,,1,COMMON,
Financial Instrument Information,Data,Stocks,EOG,EOG RESOURCES INC,6890,,1,COMMON,
Financial Instrument Information,Data,Stocks,ESS,ESSEX PROPERTY TRUST INC,6946,,1,REIT,
Financial Instrument Information,Data,Stocks,ETFC,E*TRADE FINANCIAL CORPORATION,75961319,,1,COMMON,
Financial Instrument Information,Data,Stocks,ETN,EATON CORP PLC,118017869,IE00B8KQN827,1,COMMON,
Financial Instrument Information,Data,Stocks,EXR,EXTRA SPACE STORAGE INC,30351205,,1,REIT,
Financial Instrument Information,Data,Stocks,FANG,DIAMONDBACK ENERGY INC,115441080,,1,COMMON,
Financial Instrument Information,Data,Stocks,FAST,FASTENAL CO,269120,,1,COMMON,
Financial Instrument Information,Data,Stocks,FB,FACEBOOK INC-CLASS A,107113386,,1,COMMON,
Financial Instrument Information,Data,Stocks,FBHS,FORTUNE BRANDS HOME & SECURI,94078796,,1,COMMON,
Financial Instrument Information,Data,Stocks,FCX,FREEPORT-MCMORAN INC,7089,,1,COMMON,
Financial Instrument Information,Data,Stocks,FITB,FIFTH THIRD BANCORP,269318,,1,COMMON,
Financial Instrument Information,Data,Stocks,FLS,FLOWSERVE CORP,6477749,,1,COMMON,
Financial Instrument Information,Data,Stocks,FRC,FIRST REPUBLIC BANK/CA,81731135,,1,COMMON,
Financial Instrument Information,Data,Stocks,FTI,TECHNIPFMC PLC,262072228,GB00BDSFG982,1,COMMON,
Financial Instrument Information,Data,Stocks,GD,GENERAL DYNAMICS CORP,7496,,1,COMMON,
Financial Instrument Information,Data,Stocks,GM,GENERAL MOTORS CO,80986742,,1,COMMON,
Financial Instrument Information,Data,Stocks,GOOG,ALPHABET INC-CL C,208813720,,1,COMMON,
Financial Instrument Information,Data,Stocks,GOOGL,ALPHABET INC-CL A,208813719,,1,COMMON,
Financial Instrument Information,Data,Stocks,GPC,GENUINE PARTS CO,7745,,1,COMMON,
Financial Instrument Information,Data,Stocks,GS,GOLDMAN SACHS GROUP INC,4627828,,1,COMMON,
Financial Instrument Information,Data,Stocks,GWW,WW GRAINGER INC,7867,,1,COMMON,
Financial Instrument Information,Data,Stocks,HAS,HASBRO INC,754956,,1,COMMON,
Financial Instrument Information,Data,Stocks,HBI,HANESBRANDS INC.,40369429,,1,COMMON,
Financial Instrument Information,Data,Stocks,HCA,HCA HEALTHCARE INC,85076790,,1,COMMON,
Financial Instrument Information,Data,Stocks,HCP,HCP INC,46126937,,1,REIT,
Financial Instrument Information,Data,Stocks,HES,HESS CORP,39118796,,1,COMMON,
Financial Instrument Information,Data,Stocks,HFC,HOLLYFRONTIER CORP,90376714,,1,COMMON,
Financial Instrument Information,Data,Stocks,HIG,HARTFORD FINANCIAL SVCS GRP,1217009,,1,COMMON,
Financial Instrument Information,Data,Stocks,HOLX,HOLOGIC INC,270188,,1,COMMON,
Financial Instrument Information,Data,Stocks,HPE,HEWLETT PACKARD ENTERPRISE,209411798,,1,COMMON,
Financial Instrument Information,Data,Stocks,HPQ,HP INC,209411801,,1,COMMON,
Financial Instrument Information,Data,Stocks,HRB,H&R BLOCK INC,8130,,1,COMMON,
Financial Instrument Information,Data,Stocks,HRL,HORMEL FOODS CORP,8153,,1,COMMON,
Financial Instrument Information,Data,Stocks,HSIC,HENRY SCHEIN INC,3655640,,1,COMMON,
Financial Instrument Information,Data,Stocks,HST,HOST HOTELS & RESORTS INC,8057,,1,REIT,
Financial Instrument Information,Data,Stocks,IBM,INTL BUSINESS MACHINES CORP,8314,,1,COMMON,
Financial Instrument Information,Data,Stocks,IEX,IDEX CORP,8377,,1,COMMON,
Financial Instrument Information,Data,Stocks,IPG,INTERPUBLIC GROUP OF COS INC,8514,,1,COMMON,
Financial Instrument Information,Data,Stocks,IPGP,IPG PHOTONICS CORP,41891895,,1,COMMON,
Financial Instrument Information,Data,Stocks,IR,INGERSOLL-RAND PLC,61440265,IE00B6330302,1,COMMON,
Financial Instrument Information,Data,Stocks,IRM,IRON MOUNTAIN INC,180350774,,1,REIT,
Financial Instrument Information,Data,Stocks,ISRG,INTUITIVE SURGICAL INC,9063285,,1,COMMON,
Financial Instrument Information,Data,Stocks,IT,GARTNER INC,4457287,,1,COMMON,
Financial Instrument Information,Data,Stocks,IVZ,INVESCO LTD,47550606,BMG491BT1088,1,COMMON,
Financial Instrument Information,Data,Stocks,JBHT,HUNT (JB) TRANSPRT SVCS INC,270825,,1,COMMON,
Financial Instrument Information,Data,Stocks,JEC,JACOBS ENGINEERING GROUP INC,8660,,1,COMMON,
Financial Instrument Information,Data,Stocks,JEF,JEFFERIES FINANCIAL GROUP IN,318911976,,1,COMMON,
Financial Instrument Information,Data,Stocks,JNJ,JOHNSON & JOHNSON,8719,,1,COMMON,
Financial Instrument Information,Data,Stocks,JNPR,JUNIPER NETWORKS INC,6248722,,1,COMMON,
Financial Instrument Information,Data,Stocks,JPM,JPMORGAN CHASE & CO,1520593,,1,COMMON,
Financial Instrument Information,Data,Stocks,JWN,NORDSTROM INC,272428,,1,COMMON,
Financial Instrument Information,Data,Stocks,K,KELLOGG CO,8758,,1,COMMON,
Financial Instrument Information,Data,Stocks,KIM,KIMCO REALTY CORP,8845,,1,REIT,
Financial Instrument Information,Data,Stocks,KLAC,KLA CORP,270957,,1,COMMON,
Financial Instrument Information,Data,Stocks,KMX,CARMAX INC,2586156,,1,COMMON,
Financial Instrument Information,Data,Stocks,KO,COCA-COLA CO/THE,8894,,1,COMMON,
Financial Instrument Information,Data,Stocks,KR,KROGER CO,8908,,1,COMMON,
Financial Instrument Information,Data,Stocks,KSS,KOHLS CORP,8942,,1,COMMON,
Financial Instrument Information,Data,Stocks,LB,L BRANDS INC,125005718,,1,COMMON,
Financial Instrument Information,Data,Stocks,LEG,LEGGETT & PLATT INC,9081,,1,COMMON,
Financial Instrument Information,Data,Stocks,LLY,ELI LILLY & CO,9160,,1,COMMON,
Financial Instrument Information,Data,Stocks,LRCX,LAM RESEARCH CORP,271308,,1,COMMON,
Financial Instrument Information,Data,Stocks,LUV,SOUTHWEST AIRLINES CO,9282,,1,COMMON,
Financial Instrument Information,Data,Stocks,LYB,LYONDELLBASELL INDU-CL A,74866700,NL0009434992,1,COMMON,
Financial Instrument Information,Data,Stocks,MAA,MID-AMERICA APARTMENT COMM,9317,,1,REIT,
Financial Instrument Information,Data,Stocks,MCHP,MICROCHIP TECHNOLOGY INC,271568,,1,COMMON,
Financial Instrument Information,Data,Stocks,MCK,MCKESSON CORP,9657,,1,COMMON,
Financial Instrument Information,Data,Stocks,MDT,MEDTRONIC PLC,181387075,IE00BTN1Y115,1,COMMON,
Financial Instrument Information,Data,Stocks,MGM,MGM RESORTS INTERNATIONAL,9560,,1,COMMON,
Financial Instrument Information,Data,Stocks,MLM,MARTIN MARIETTA MATERIALS,9690,,1,COMMON,
Financial Instrument Information,Data,Stocks,MO,ALTRIA GROUP INC,9769,,1,COMMON,
Financial Instrument Information,Data,Stocks,MOS,MOSAIC CO/THE,88292752,,1,COMMON,
Financial Instrument Information,Data,Stocks,MPC,MARATHON PETROLEUM CORP,89495776,,1,COMMON,
