TIERS_FACTURABLE;TIERS_ASSOCIE;CODE_TRANSMISSION;REGROUPEMENT
CAISSE DE RET.ET PREV. CL (RO 10980);BPCE MUTUELLE (RC 51007990);;
CAISSE DE RET.ET PREV. CL (RO 10980);CMU CPAM (RC 99999997);M;89
CAISSE DE RET.ET PREV. CL (RO 10980);ACS CONTRAT A - BASE (RC 11111119);M;91
CAISSE DE RET.ET PREV. CL (RO 10980);MGEN INTERNATIONALE (RC 27777777);;
CAISSE DE RET.ET PREV. CL (RO 10980);AME PARTIELLE (RC 75500017);;
CAISSE DE RET.ET PREV. CL (RO 10980);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CAISSE DE RET.ET PREV. CL (RO 10980);CMU AUTRES (RC 88888888);M;89
CAISSE DE RET.ET PREV. CL (RO 10980);MENAGES PREVOYANT (RC 78000400);;
CAISSE DE RET.ET PREV. CL (RO 10980);CMU SORTANT (RC 55555551);;0
CAISSE DE RET.ET PREV. CL (RO 10980);MUTUELLE SORUAL (RC 67100149);;
CAISSE DES CADRES SUPERIE (RO 04120);BPCE MUTUELLE (RC 51007990);;
CAISSE DES CADRES SUPERIE (RO 04120);MGEN SANTE PREVOYANCE (RC 27200000);;
CAISSE DES CADRES SUPERIE (RO 04120);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CAISSE DES CADRES SUPERIE (RO 04120);CMU SORTANT (RC 55555551);;0
CAISSE DES CADRES SUPERIE (RO 04120);CMU AUTRES (RC 88888888);M;89
CAISSE DES CADRES SUPERIE (RO 04120);MGEN INTERNATIONALE (RC 27777777);;
CAISSE DES CADRES SUPERIE (RO 04120);AME PARTIELLE (RC 75500017);;
CAISSE DES CADRES SUPERIE (RO 04120);CMU CPAM (RC 99999997);M;89
CAISSE DES CADRES SUPERIE (RO 04120);ACS CONTRAT A - BASE (RC 11111119);M;91
CAISSE DES CADRES SUPERIE (RO 04120);MGEN ACCES SANTE (RC 27011000);;
CAISSE DES CADRES SUPERIE (RO 04120);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CAISSE DES CADRES SUPERIE (RO 04120);MUTUELLE SORUAL (RC 67100149);;
CAISSE DES CADRES SUPERIE (RO 04120);MENAGES PREVOYANT (RC 78000400);;
CAISSE MALADIE D ALSACE L (RO 04220);MGEN INTERNATIONALE (RC 27777777);;
CAISSE MALADIE D ALSACE L (RO 04220);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CAISSE MALADIE D ALSACE L (RO 04220);CMU SORTANT (RC 55555551);;0
CAISSE MALADIE D ALSACE L (RO 04220);AME PARTIELLE (RC 75500017);;
CAISSE MALADIE D ALSACE L (RO 04220);CMU CPAM (RC 99999997);M;89
CAISSE MALADIE D ALSACE L (RO 04220);MGEN SANTE PREVOYANCE (RC 27200000);;
CAISSE MALADIE D ALSACE L (RO 04220);MGEN ACCES SANTE (RC 27011000);;
CAISSE MALADIE D ALSACE L (RO 04220);MUTUELLE SORUAL (RC 67100149);;
CAISSE MALADIE D ALSACE L (RO 04220);MENAGES PREVOYANT (RC 78000400);;
CAISSE MALADIE D ALSACE L (RO 04220);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CAISSE MALADIE D ALSACE L (RO 04220);BPCE MUTUELLE (RC 51007990);;
CAISSE MALADIE D ALSACE L (RO 04220);CMU AUTRES (RC 88888888);M;89
CAISSE MALADIE D ALSACE L (RO 04220);ACS CONTRAT A - BASE (RC 11111119);M;91
CAMIEG (RO 999390603);ACS CONTRAT A - BASE (RC 11111119);M;91
CAMIEG (RO 999390603);MGEN INTERNATIONALE (RC 27777777);;
CAMIEG (RO 999390603);AME PARTIELLE (RC 75500017);;
CAMIEG (RO 999390603);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CAMIEG (RO 999390603);CMU CPAM (RC 99999997);M;89
CAMIEG (RO 999390603);CMU AUTRES (RC 88888888);M;89
CAMIEG (RO 999390603);BPCE MUTUELLE (RC 51007990);;
CAMIEG (RO 999390603);MGEN ACCES SANTE (RC 27011000);;
CAMIEG (RO 999390603);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CAMIEG (RO 999390603);ENERGIE (RC 75051575);;
CAMIEG (RO 999390603);MGEN SANTE PREVOYANCE (RC 27200000);;
CAMIEG (RO 999390603);MENAGES PREVOYANT (RC 78000400);;
CAMIEG (RO 999390603);MUTUELLE SORUAL (RC 67100149);;
CMP RADIANCE (RO 030353100);CMU CPAM (RC 99999997);M;89
CMP RADIANCE (RO 030353100);MGEN SANTE PREVOYANCE (RC 27200000);;
CMP RADIANCE (RO 030353100);ACS CONTRAT A - BASE (RC 11111119);M;91
CMP RADIANCE (RO 030353100);AME PARTIELLE (RC 75500017);;
CMP RADIANCE (RO 030353100);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CMP RADIANCE (RO 030353100);MGEN ACCES SANTE (RC 27011000);;
CMP RADIANCE (RO 030353100);CMU AUTRES (RC 88888888);M;89
CMP RADIANCE (RO 030353100);BPCE MUTUELLE (RC 51007990);;
CMP RADIANCE (RO 030353100);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CMP RADIANCE (RO 030353100);MENAGES PREVOYANT (RC 78000400);;
CMP RADIANCE (RO 030353100);MUTUELLE SORUAL (RC 67100149);;
CMP RADIANCE (RO 030353100);MGEN INTERNATIONALE (RC 27777777);;
C.M.P.A.C.N. RADIANCE (NO (RO 030333200);BPCE MUTUELLE (RC 51007990);;
C.M.P.A.C.N. RADIANCE (NO (RO 030333200);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
C.M.P.A.C.N. RADIANCE (NO (RO 030333200);AME PARTIELLE (RC 75500017);;
C.M.P.A.C.N. RADIANCE (NO (RO 030333200);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
C.M.P.A.C.N. RADIANCE (NO (RO 030333200);MENAGES PREVOYANT (RC 78000400);;
C.M.P.A.C.N. RADIANCE (NO (RO 030333200);CMU CPAM (RC 99999997);M;89
C.M.P.A.C.N. RADIANCE (NO (RO 030333200);ACS CONTRAT A - BASE (RC 11111119);M;91
C.M.P.A.C.N. RADIANCE (NO (RO 030333200);MUTUELLE SORUAL (RC 67100149);;
C.M.P.A.C.N. RADIANCE (NO (RO 030333200);CMU AUTRES (RC 88888888);M;89
C.M.P.A.C.N. RADIANCE (NO (RO 030333200);MGEN INTERNATIONALE (RC 27777777);;
C.M.P.A.C.N. RADIANCE (NO (RO 030333200);MGEN SANTE PREVOYANCE (RC 27200000);;
C.M.P.A.C.N. RADIANCE (NO (RO 030333200);MGEN ACCES SANTE (RC 27011000);;
CNMSS AFFILIES (RO 08756);BPCE MUTUELLE (RC 51007990);;
CNMSS AFFILIES (RO 08756);CMU AUTRES (RC 88888888);M;89
CNMSS AFFILIES (RO 08756);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CNMSS AFFILIES (RO 08756);CMU SORTANT (RC 55555551);;0
CNMSS AFFILIES (RO 08756);ACS CONTRAT A - BASE (RC 11111119);M;91
CNMSS AFFILIES (RO 08756);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CNMSS AFFILIES (RO 08756);MENAGES PREVOYANT (RC 78000400);;
CNMSS AFFILIES (RO 08756);AME PARTIELLE (RC 75500017);;
CNMSS AFFILIES (RO 08756);CMU CPAM (RC 99999997);M;89
CNMSS AFFILIES (RO 08756);MUTUELLE SORUAL (RC 67100149);;
CNMSS AFFILIES (RO 08756);MGEN INTERNATIONALE (RC 27777777);;
CNMSS AFFILIES (RO 08756);MGEN SANTE PREVOYANCE (RC 27200000);;
CNMSS AFFILIES (RO 08756);MGEN ACCES SANTE (RC 27011000);;
CNMSS PENSIONNES INVALIDE (RO 08835);CMU AUTRES (RC 88888888);M;89
CNMSS PENSIONNES INVALIDE (RO 08835);MENAGES PREVOYANT (RC 78000400);;
CNMSS PENSIONNES INVALIDE (RO 08835);MUTUELLE SORUAL (RC 67100149);;
CNMSS PENSIONNES INVALIDE (RO 08835);MGEN ACCES SANTE (RC 27011000);;
CNMSS PENSIONNES INVALIDE (RO 08835);MGEN SANTE PREVOYANCE (RC 27200000);;
CNMSS PENSIONNES INVALIDE (RO 08835);CMU CPAM (RC 99999997);M;89
CNMSS PENSIONNES INVALIDE (RO 08835);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CNMSS PENSIONNES INVALIDE (RO 08835);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CNMSS PENSIONNES INVALIDE (RO 08835);AME PARTIELLE (RC 75500017);;
CNMSS PENSIONNES INVALIDE (RO 08835);MGEN INTERNATIONALE (RC 27777777);;
CNMSS PENSIONNES INVALIDE (RO 08835);ACS CONTRAT A - BASE (RC 11111119);M;91
CNMSS PENSIONNES INVALIDE (RO 08835);BPCE MUTUELLE (RC 51007990);;
CNMSS PERSONNEL (RO 08758);ACS CONTRAT A - BASE (RC 11111119);M;91
CNMSS PERSONNEL (RO 08758);MGEN SANTE PREVOYANCE (RC 27200000);;
CNMSS PERSONNEL (RO 08758);MUTUELLE SORUAL (RC 67100149);;
CNMSS PERSONNEL (RO 08758);MGEN INTERNATIONALE (RC 27777777);;
CNMSS PERSONNEL (RO 08758);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CNMSS PERSONNEL (RO 08758);MGEN ACCES SANTE (RC 27011000);;
CNMSS PERSONNEL (RO 08758);CMU SORTANT (RC 55555551);;0
CNMSS PERSONNEL (RO 08758);MENAGES PREVOYANT (RC 78000400);;
CNMSS PERSONNEL (RO 08758);CMU AUTRES (RC 88888888);M;89
CNMSS PERSONNEL (RO 08758);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CNMSS PERSONNEL (RO 08758);BPCE MUTUELLE (RC 51007990);;
CNMSS PERSONNEL (RO 08758);CMU CPAM (RC 99999997);M;89
CNMSS PERSONNEL (RO 08758);AME PARTIELLE (RC 75500017);;
C.P DU PERSONNEL DU PORT  (RO 16331);CMU SORTANT (RC 55555551);;0
C.P DU PERSONNEL DU PORT  (RO 16331);AME PARTIELLE (RC 75500017);;
C.P DU PERSONNEL DU PORT  (RO 16331);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
C.P DU PERSONNEL DU PORT  (RO 16331);MGEN INTERNATIONALE (RC 27777777);;
C.P DU PERSONNEL DU PORT  (RO 16331);ACS CONTRAT A - BASE (RC 11111119);M;91
C.P DU PERSONNEL DU PORT  (RO 16331);CMU AUTRES (RC 88888888);M;89
C.P DU PERSONNEL DU PORT  (RO 16331);CMU CPAM (RC 99999997);M;89
C.P DU PERSONNEL DU PORT  (RO 16331);BPCE MUTUELLE (RC 51007990);;
C.P DU PERSONNEL DU PORT  (RO 16331);MGEN ACCES SANTE (RC 27011000);;
C.P DU PERSONNEL DU PORT  (RO 16331);MUTUELLE SORUAL (RC 67100149);;
C.P DU PERSONNEL DU PORT  (RO 16331);MENAGES PREVOYANT (RC 78000400);;
C.P DU PERSONNEL DU PORT  (RO 16331);MGEN SANTE PREVOYANCE (RC 27200000);;
C.P DU PERSONNEL DU PORT  (RO 16331);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CPAM 01 BOURG EN BRESSE (RO 01011);MGEN ACCES SANTE (RC 27011000);;
CPAM 01 BOURG EN BRESSE (RO 01011);BPCE MUTUELLE (RC 51007990);;
CPAM 01 BOURG EN BRESSE (RO 01011);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CPAM 01 BOURG EN BRESSE (RO 01011);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CPAM 01 BOURG EN BRESSE (RO 01011);MGEN SANTE PREVOYANCE (RC 27200000);;
CPAM 01 BOURG EN BRESSE (RO 01011);MUTUELLE SORUAL (RC 67100149);;
CPAM 01 BOURG EN BRESSE (RO 01011);CAMIEG RC  (RC 92006089);;
CPAM 01 BOURG EN BRESSE (RO 01011);AME AIN (RC AMERC01);;
CPAM 01 BOURG EN BRESSE (RO 01011);CMU SORTANT (RC 55555551);;0
CPAM 01 BOURG EN BRESSE (RO 01011);CMU CPAM (RC 99999997);M;89
CPAM 01 BOURG EN BRESSE (RO 01011);AME PARTIELLE (RC 75500017);;
CPAM 01 BOURG EN BRESSE (RO 01011);CMU AUTRES (RC 88888888);M;89
CPAM 01 BOURG EN BRESSE (RO 01011);MGEN INTERNATIONALE (RC 27777777);;
CPAM 01 BOURG EN BRESSE (RO 01011);MENAGES PREVOYANT (RC 78000400);;
CPAM 01 BOURG EN BRESSE (RO 01011);ACS CONTRAT A - BASE (RC 11111119);M;91
CPAM 021 AISNE (RO 01021);BPCE MUTUELLE (RC 51007990);;
CPAM 021 AISNE (RO 01021);ACS CONTRAT A - BASE (RC 11111119);M;91
CPAM 021 AISNE (RO 01021);MENAGES PREVOYANT (RC 78000400);;
CPAM 021 AISNE (RO 01021);CAMIEG RC  (RC 92006089);;
CPAM 021 AISNE (RO 01021);MGEN INTERNATIONALE (RC 27777777);;
CPAM 021 AISNE (RO 01021);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CPAM 021 AISNE (RO 01021);CMU AUTRES (RC 88888888);M;89
CPAM 021 AISNE (RO 01021);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CPAM 021 AISNE (RO 01021);AME PARTIELLE (RC 75500017);;
CPAM 021 AISNE (RO 01021);MUTUELLE SORUAL (RC 67100149);;
CPAM 021 AISNE (RO 01021);CMU CPAM (RC 99999997);M;89
CPAM 021 AISNE (RO 01021);AME AISNE (RC AMERC02);;
CPAM 021 AISNE (RO 01021);CMU SORTANT (RC 55555551);;0
CPAM 021 AISNE (RO 01021);MGEN ACCES SANTE (RC 27011000);;
CPAM 021 AISNE (RO 01021);MGEN SANTE PREVOYANCE (RC 27200000);;
CPAM 022 ST QUENTIN (RO 01022);MENAGES PREVOYANT (RC 78000400);;
CPAM 022 ST QUENTIN (RO 01022);MGEN INTERNATIONALE (RC 27777777);;
CPAM 022 ST QUENTIN (RO 01022);AME PARTIELLE (RC 75500017);;
CPAM 022 ST QUENTIN (RO 01022);CMU CPAM (RC 99999997);M;89
CPAM 022 ST QUENTIN (RO 01022);CMU AUTRES (RC 88888888);M;89
CPAM 022 ST QUENTIN (RO 01022);MGEN ACCES SANTE (RC 27011000);;
CPAM 022 ST QUENTIN (RO 01022);CAMIEG RC  (RC 92006089);;
CPAM 022 ST QUENTIN (RO 01022);MUTUELLE SORUAL (RC 67100149);;
CPAM 022 ST QUENTIN (RO 01022);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CPAM 022 ST QUENTIN (RO 01022);MGEN SANTE PREVOYANCE (RC 27200000);;
CPAM 022 ST QUENTIN (RO 01022);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CPAM 022 ST QUENTIN (RO 01022);AME AISNE (RC AMERC02);;
CPAM 022 ST QUENTIN (RO 01022);BPCE MUTUELLE (RC 51007990);;
CPAM 022 ST QUENTIN (RO 01022);ACS CONTRAT A - BASE (RC 11111119);M;91
CPAM 03 MOULINS (RO 01031);ACS CONTRAT A - BASE (RC 11111119);M;91
CPAM 03 MOULINS (RO 01031);BPCE MUTUELLE (RC 51007990);;
CPAM 03 MOULINS (RO 01031);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CPAM 03 MOULINS (RO 01031);MGEN SANTE PREVOYANCE (RC 27200000);;
CPAM 03 MOULINS (RO 01031);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CPAM 03 MOULINS (RO 01031);MUTUELLE SORUAL (RC 67100149);;
CPAM 03 MOULINS (RO 01031);CAMIEG RC  (RC 92006089);;
CPAM 03 MOULINS (RO 01031);MGEN ACCES SANTE (RC 27011000);;
CPAM 03 MOULINS (RO 01031);CMU SORTANT (RC 55555551);;0
CPAM 03 MOULINS (RO 01031);CMU CPAM (RC 99999997);M;89
CPAM 03 MOULINS (RO 01031);AME PARTIELLE (RC 75500017);;
CPAM 03 MOULINS (RO 01031);CMU AUTRES (RC 88888888);M;89
CPAM 03 MOULINS (RO 01031);MGEN INTERNATIONALE (RC 27777777);;
CPAM 03 MOULINS (RO 01031);MENAGES PREVOYANT (RC 78000400);;
CPAM 03 MOULINS (RO 01031);AME ALLIER (RC AMERC03);;
CPAM 04 DIGNE (RO 01041);ACS CONTRAT A - BASE (RC 11111119);M;91
CPAM 04 DIGNE (RO 01041);BPCE MUTUELLE (RC 51007990);;
CPAM 04 DIGNE (RO 01041);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CPAM 04 DIGNE (RO 01041);MGEN SANTE PREVOYANCE (RC 27200000);;
CPAM 04 DIGNE (RO 01041);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CPAM 04 DIGNE (RO 01041);MUTUELLE SORUAL (RC 67100149);;
CPAM 04 DIGNE (RO 01041);CAMIEG RC  (RC 92006089);;
CPAM 04 DIGNE (RO 01041);MGEN ACCES SANTE (RC 27011000);;
CPAM 04 DIGNE (RO 01041);CMU SORTANT (RC 55555551);;0
CPAM 04 DIGNE (RO 01041);CMU CPAM (RC 99999997);M;89
CPAM 04 DIGNE (RO 01041);AME PARTIELLE (RC 75500017);;
CPAM 04 DIGNE (RO 01041);CMU AUTRES (RC 88888888);M;89
CPAM 04 DIGNE (RO 01041);MGEN INTERNATIONALE (RC 27777777);;
CPAM 04 DIGNE (RO 01041);MENAGES PREVOYANT (RC 78000400);;
CPAM 04 DIGNE (RO 01041);AME ALPES HTES-PROVENCE (RC AMERC04);;
CPAM 05 GAP (RO 01051);ACS CONTRAT A - BASE (RC 11111119);M;91
CPAM 05 GAP (RO 01051);MENAGES PREVOYANT (RC 78000400);;
CPAM 05 GAP (RO 01051);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CPAM 05 GAP (RO 01051);BPCE MUTUELLE (RC 51007990);;
CPAM 05 GAP (RO 01051);MGEN SANTE PREVOYANCE (RC 27200000);;
CPAM 05 GAP (RO 01051);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CPAM 05 GAP (RO 01051);MUTUELLE SORUAL (RC 67100149);;
CPAM 05 GAP (RO 01051);CAMIEG RC  (RC 92006089);;
CPAM 05 GAP (RO 01051);MGEN ACCES SANTE (RC 27011000);;
CPAM 05 GAP (RO 01051);CMU SORTANT (RC 55555551);;0
CPAM 05 GAP (RO 01051);CMU CPAM (RC 99999997);M;89
CPAM 05 GAP (RO 01051);AME PARTIELLE (RC 75500017);;
CPAM 05 GAP (RO 01051);MGEN INTERNATIONALE (RC 27777777);;
CPAM 05 GAP (RO 01051);CMU AUTRES (RC 88888888);M;89
CPAM 05 GAP (RO 01051);AME HTES-ALPES (RC AMERC05);;
CPAM 06 NICE (RO 01061);CMU SORTANT (RC 55555551);;0
CPAM 06 NICE (RO 01061);MENAGES PREVOYANT (RC 78000400);;
CPAM 06 NICE (RO 01061);AME ALPES-MARITIMES (RC AMERC06);;
CPAM 06 NICE (RO 01061);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CPAM 06 NICE (RO 01061);BPCE MUTUELLE (RC 51007990);;
CPAM 06 NICE (RO 01061);MGEN SANTE PREVOYANCE (RC 27200000);;
CPAM 06 NICE (RO 01061);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CPAM 06 NICE (RO 01061);MUTUELLE SORUAL (RC 67100149);;
CPAM 06 NICE (RO 01061);CAMIEG RC  (RC 92006089);;
CPAM 06 NICE (RO 01061);MGEN ACCES SANTE (RC 27011000);;
CPAM 06 NICE (RO 01061);CMU CPAM (RC 99999997);M;89
CPAM 06 NICE (RO 01061);AME PARTIELLE (RC 75500017);;
CPAM 06 NICE (RO 01061);MGEN INTERNATIONALE (RC 27777777);;
CPAM 06 NICE (RO 01061);CMU AUTRES (RC 88888888);M;89
CPAM 06 NICE (RO 01061);ACS CONTRAT A - BASE (RC 11111119);M;91
CPAM 071 ANNONAY (RO 01071);ACS CONTRAT A - BASE (RC 11111119);M;91
CPAM 071 ANNONAY (RO 01071);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CPAM 071 ANNONAY (RO 01071);BPCE MUTUELLE (RC 51007990);;
CPAM 071 ANNONAY (RO 01071);MGEN SANTE PREVOYANCE (RC 27200000);;
CPAM 071 ANNONAY (RO 01071);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CPAM 071 ANNONAY (RO 01071);AME ARDECHE (RC AMERC07);;
CPAM 071 ANNONAY (RO 01071);MENAGES PREVOYANT (RC 78000400);;
CPAM 071 ANNONAY (RO 01071);CAMIEG RC  (RC 92006089);;
CPAM 071 ANNONAY (RO 01071);MGEN ACCES SANTE (RC 27011000);;
CPAM 071 ANNONAY (RO 01071);CMU CPAM (RC 99999997);M;89
CPAM 071 ANNONAY (RO 01071);AME PARTIELLE (RC 75500017);;
CPAM 071 ANNONAY (RO 01071);MGEN INTERNATIONALE (RC 27777777);;
CPAM 071 ANNONAY (RO 01071);CMU AUTRES (RC 88888888);M;89
CPAM 071 ANNONAY (RO 01071);MUTUELLE SORUAL (RC 67100149);;
CPAM 072 ARDECHE (RO 01072);CMU SORTANT (RC 55555551);;0
CPAM 072 ARDECHE (RO 01072);ACS CONTRAT A - BASE (RC 11111119);M;91
CPAM 072 ARDECHE (RO 01072);AME ARDECHE (RC AMERC07);;
CPAM 072 ARDECHE (RO 01072);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CPAM 072 ARDECHE (RO 01072);BPCE MUTUELLE (RC 51007990);;
CPAM 072 ARDECHE (RO 01072);MGEN SANTE PREVOYANCE (RC 27200000);;
CPAM 072 ARDECHE (RO 01072);MUTUELLE SORUAL (RC 67100149);;
CPAM 072 ARDECHE (RO 01072);CAMIEG RC  (RC 92006089);;
CPAM 072 ARDECHE (RO 01072);MGEN ACCES SANTE (RC 27011000);;
CPAM 072 ARDECHE (RO 01072);CMU CPAM (RC 99999997);M;89
CPAM 072 ARDECHE (RO 01072);AME PARTIELLE (RC 75500017);;
CPAM 072 ARDECHE (RO 01072);MGEN INTERNATIONALE (RC 27777777);;
CPAM 072 ARDECHE (RO 01072);CMU AUTRES (RC 88888888);M;89
CPAM 072 ARDECHE (RO 01072);MENAGES PREVOYANT (RC 78000400);;
CPAM 072 ARDECHE (RO 01072);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CPAM 08 CHARLEVILLE MEZ. (RO 01081);CMU SORTANT (RC 55555551);;0
CPAM 08 CHARLEVILLE MEZ. (RO 01081);CAMIEG RC  (RC 92006089);;
CPAM 08 CHARLEVILLE MEZ. (RO 01081);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CPAM 08 CHARLEVILLE MEZ. (RO 01081);MENAGES PREVOYANT (RC 78000400);;
CPAM 08 CHARLEVILLE MEZ. (RO 01081);CMU AUTRES (RC 88888888);M;89
CPAM 08 CHARLEVILLE MEZ. (RO 01081);MGEN INTERNATIONALE (RC 27777777);;
CPAM 08 CHARLEVILLE MEZ. (RO 01081);AME PARTIELLE (RC 75500017);;
CPAM 08 CHARLEVILLE MEZ. (RO 01081);CMU CPAM (RC 99999997);M;89
CPAM 08 CHARLEVILLE MEZ. (RO 01081);MGEN ACCES SANTE (RC 27011000);;
CPAM 08 CHARLEVILLE MEZ. (RO 01081);MUTUELLE SORUAL (RC 67100149);;
CPAM 08 CHARLEVILLE MEZ. (RO 01081);MGEN SANTE PREVOYANCE (RC 27200000);;
CPAM 08 CHARLEVILLE MEZ. (RO 01081);AME ARDENNES (RC AMERC08);;
CPAM 08 CHARLEVILLE MEZ. (RO 01081);BPCE MUTUELLE (RC 51007990);;
CPAM 08 CHARLEVILLE MEZ. (RO 01081);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CPAM 08 CHARLEVILLE MEZ. (RO 01081);ACS CONTRAT A - BASE (RC 11111119);M;91
CPAM 09 FOIX (RO 01091);CAMIEG RC  (RC 92006089);;
CPAM 09 FOIX (RO 01091);CMU SORTANT (RC 55555551);;0
CPAM 09 FOIX (RO 01091);MUTUELLE SORUAL (RC 67100149);;
CPAM 09 FOIX (RO 01091);AME PARTIELLE (RC 75500017);;
CPAM 09 FOIX (RO 01091);MGEN SANTE PREVOYANCE (RC 27200000);;
CPAM 09 FOIX (RO 01091);MENAGES PREVOYANT (RC 78000400);;
CPAM 09 FOIX (RO 01091);CMU CPAM (RC 99999997);M;89
CPAM 09 FOIX (RO 01091);BPCE MUTUELLE (RC 51007990);;
CPAM 09 FOIX (RO 01091);MGEN INTERNATIONALE (RC 27777777);;
CPAM 09 FOIX (RO 01091);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CPAM 09 FOIX (RO 01091);MGEN ACCES SANTE (RC 27011000);;
CPAM 09 FOIX (RO 01091);ACS CONTRAT A - BASE (RC 11111119);M;91
CPAM 09 FOIX (RO 01091);AME ARIEGE (RC AMERC09);;
CPAM 09 FOIX (RO 01091);CMU AUTRES (RC 88888888);M;89
CPAM 09 FOIX (RO 01091);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CPAM 10 TROYES (RO 01101);AME AUBE (RC AMERC10);;
CPAM 10 TROYES (RO 01101);ACS CONTRAT A - BASE (RC 11111119);M;91
CPAM 10 TROYES (RO 01101);BPCE MUTUELLE (RC 51007990);;
CPAM 10 TROYES (RO 01101);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CPAM 10 TROYES (RO 01101);MENAGES PREVOYANT (RC 78000400);;
CPAM 10 TROYES (RO 01101);CMU AUTRES (RC 88888888);M;89
CPAM 10 TROYES (RO 01101);MGEN INTERNATIONALE (RC 27777777);;
CPAM 10 TROYES (RO 01101);AME PARTIELLE (RC 75500017);;
CPAM 10 TROYES (RO 01101);CMU CPAM (RC 99999997);M;89
CPAM 10 TROYES (RO 01101);MGEN ACCES SANTE (RC 27011000);;
CPAM 10 TROYES (RO 01101);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CPAM 10 TROYES (RO 01101);CAMIEG RC  (RC 92006089);;
CPAM 10 TROYES (RO 01101);MUTUELLE SORUAL (RC 67100149);;
CPAM 10 TROYES (RO 01101);MGEN SANTE PREVOYANCE (RC 27200000);;
CPAM 10 TROYES (RO 01101);CMU SORTANT (RC 55555551);;0
CPAM 11 CARCASSONNE (RO 01111);MGEN ACCES SANTE (RC 27011000);;
CPAM 11 CARCASSONNE (RO 01111);BPCE MUTUELLE (RC 51007990);;
CPAM 11 CARCASSONNE (RO 01111);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
CPAM 11 CARCASSONNE (RO 01111);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
CPAM 11 CARCASSONNE (RO 01111);CAMIEG RC  (RC 92006089);;
CPAM 11 CARCASSONNE (RO 01111);AME PARTIELLE (RC 75500017);;
CPAM 11 CARCASSONNE (RO 01111);MUTUELLE SORUAL (RC 67100149);;
CPAM 11 CARCASSONNE (RO 01111);MGEN INTERNATIONALE (RC 27777777);;
CPAM 11 CARCASSONNE (RO 01111);MGEN SANTE PREVOYANCE (RC 27200000);;
CPAM 11 CARCASSONNE (RO 01111);CMU CPAM (RC 99999997);M;89
CPAM 11 CARCASSONNE (RO 01111);CMU SORTANT (RC 55555551);;0
CPAM 11 CARCASSONNE (RO 01111);CMU AUTRES (RC 88888888);M;89
CPAM 11 CARCASSONNE (RO 01111);AME AUDE (RC AMERC11);;
CPAM 11 CARCASSONNE (RO 01111);ACS CONTRAT A - BASE (RC 11111119);M;91
CPAM 11 CARCASSONNE (RO 01111);MENAGES PREVOYANT (RC 78000400);;
CPAM 12 RODEZ (RO 01121);AME AVEYRON (RC AMERC12);;
CPAM 12 RODEZ (RO 01121);ACS CONTRAT A - BASE (RC 11111119);M;91
CPAM 12 RODEZ (RO 01121);CMU SORTANT (RC 55555551);;0
CPAM 12 RODEZ (RO 01121);MGEN SANTE PREVOYANCE (RC 27200000);;
