ID,ENSEIGNE,ADRESSE,COMPLEMENT,CODE POSTAL,COMMUNE,NATURE DU DEBIT
270,,30 RTE DE PARIS,TABAC CHEZ JEANNOT,2000,ETOUVELLES,Ordinaire permanent
271,LE WELCOME,24 AVENUE  JEAN JAURES,,2700,TERGNIER,Ordinaire permanent
272,,9 R DU GENERAL DE GAULLE,LE RIO MAJOR,2800,LA-FERE,Ordinaire permanent
273,,28 PL PAUL DOUMER,TABAC LE CENTRAL,2800,LA-FERE,Ordinaire permanent
274,,107 AV DU GENERAL LECLERC,TABAC,2800,LA-FERE,Ordinaire permanent
275,,3 FAUB SAINT FIRMIN,TABAC,2800,LA-FERE,Ordinaire permanent
276,,15 PL DE LA REPUBLIQUE,TABAC LE REINITAS,2130,FERE-EN-TARDENOIS,Ordinaire permanent
277,LE MILONAIS,13 R DE LA CITE,,2460,LA-FERTE-MILON,Ordinaire permanent
278,LE NARVAL,54 RUE DE LA CHAUSSEE,LE NARVAL,2460,LA-FERTE-MILON,Ordinaire permanent
279,,421 R DE VERVINS,TABAC,2120,GUISE,Ordinaire permanent
280,,2 R MARCEL MAILLARD,TABAC LA THEVENOTTE,2670,FOLEMBRAY,Ordinaire permanent
281,CAFE DE LA MAIRIE,48 RUE DE SOISSONS,,2290,FONTENOY,Ordinaire permanent
282,,2 PL DU GENERAL DE GAULLE,TABAC LE LONGCHAMP,2230,FRESNOY-LE-GRAND,Ordinaire permanent
283,LE NEMROD,17 R JULES VERCRUYSSE,,2430,GAUCHY,Ordinaire permanent
284,,531 R DE ROBBEE,TABAC L-EXCUSE,2120,GUISE,Ordinaire permanent
285,CAFE DU FORT,3 RUE CAMILLE DESMOULINS,,2120,GUISE,Ordinaire permanent
286,,1327 RTE DE GUISE,LE CELTIC,2100,HARLY,Ordinaire permanent
287,LE CENTRAL,45 R JEAN-JAURES,TABAC LE CENTRAL,2420,LEHAUCOURT,Ordinaire permanent
288,,11 PLACE ROUSSEAU,LE CHIQUITO,2500,HIRSON,Ordinaire permanent
289,L'EXPRESSO,6 PLACE JULES DESCAMPS,TABAC,2500,HIRSON,Ordinaire permanent
290,,3 R AIME GOSSET,TABAC,2720,HOMBLIERES,Ordinaire permanent
291,,4 R DU PRE ROBERT,TABAC,2000,LAON,Ordinaire permanent
292,,23 AV CARNOT,TABAC,2000,LAON,Ordinaire permanent
293,,8 PL SAINT JULIEN,TABAC,2000,LAON,Ordinaire permanent
294,,161 R ARSENE HOUSSAYE,TABAC LE CYRANO,2000,LAON,Ordinaire permanent
295,,28 R GABRIEL PERI,TABAC,2000,LAON,Ordinaire permanent
296,LE SAINT MARCEL,62 BD PIERRE BROSSOLETTE,,2000,LAON,Ordinaire permanent
297,,13 R EUGENE LEDUC,TABAC LE LONGCHAMP,2000,LAON,Ordinaire permanent
298,,30 R CHATELAINE,TABAC,2000,LAON,Ordinaire permanent
299,,10 PL DES MARAICHERS,TABAC LA CHAMPAGNE,2000,LAON,Ordinaire permanent
300,,2 R DE PICARDIE,TABAC LE CRISTAL,2100,LESDINS,Ordinaire permanent
301,,29 R DU VILPION,TABAC,2140,LUGNY,Ordinaire permanent
302,,4 PLACE DE LA MAIRIE,TABAC LE RIVAGE,2160,MAIZY,Ordinaire permanent
303,,11 PLACE FRANCOIS MITTERAND,MAISON DE LA PRESSE,2250,MARLE,Ordinaire permanent
304,,17 R LEUZE,TABAC,2500,MARTIGNY,Ordinaire permanent
305,,3 R DE SOISSONS,TABAC AU BON ACCUEIL,2880,MISSY-SUR-AISNE,Ordinaire permanent
306,,20 R DU PRIEURE,TABAC BOULANGERIE,2820,MONTAIGU,Ordinaire permanent
307,,31 AV  DE LA VICTOIRE,TABAC AU COQ VAINQUEUR,2440,MONTESCOURT-LIZEROLLES,Ordinaire permanent
308,,2 R DU COMMANDANT GUY,TABAC CHEZ MARIE-LINE,2100,MORCOURT,Ordinaire permanent
309,LA RENAISSANCE,15  rue GEORGES CLEMENCEAU,LA RENAISSANCE,2610,MOY-DE-LAISNE,Ordinaire permanent
310,,3 PL DU COLONEL DRIANT,TABAC HOTEL DU CHEVAL BLANC,2190,NEUFCHATEL-SUR-AISNE,Ordinaire permanent
311,,20 PL DU GENERAL DE GAULLE,TABAC LE SCORE,2170,LE-NOUVION-EN-THIERACHE,Ordinaire permanent
312,AU PETIT COMPTOIR,21 RUE DES PETITS PAVES,,2270,NOUVION-ET-CATILLON,Ordinaire permanent
313,LE VIEUX MOULIN,75 R PASTEUR,TABAC LE VIEUX MOULIN,2390,ORIGNY-SAINTE-BENOITE,Ordinaire permanent
314,,1 R DU PORCOT,TABAC RENDEZ VOUS DES PECHEURS,2350,PIERREPONT,Ordinaire permanent
315,HOTEL DE LA CROIX BLANCHE,10 PLACE CHARLES DE GAULLE,HOTEL DE LA CROIX BLANCHE,2320,PINON,Ordinaire permanent
316,,47 R DU GRAND MONTOIR,TABAC,2600,VILLERS-COTTERETS,Ordinaire permanent
317,CAFE DES SPORTS,4 R EUGENE POTELET,,2320,PREMONTRE,Ordinaire permanent
318,,5 R DE MONTEVIDEO,TABAC,2410,SAINT-GOBAIN,Ordinaire permanent
319,LE PACHA,103 RUE D'ISLE,TABAC LE PACHA,2100,SAINT-QUENTIN,Ordinaire permanent
320,,5 R DE MULHOUSE,TABAC LE LONGCHAMP,2100,SAINT-QUENTIN,Ordinaire permanent
321,LE SAINT LOUIS,27 R DANTON,,2100,SAINT-QUENTIN,Ordinaire permanent
322,,7 R DES TOILES,TABAC,2100,SAINT-QUENTIN,Ordinaire permanent
323,LES A COLONNES,4 PLACE CROMMELIN,,2100,SAINT-QUENTIN,Ordinaire permanent
324,LE DIABOLO,91 RUE RASPAIL,TABAC LE DIABOLO,2100,SAINT-QUENTIN,Ordinaire permanent
325,LE CHIQUITO,71 R QUENTIN BARRE,,2100,SAINT-QUENTIN,Ordinaire permanent
326,,62 R KENNEDY,TABAC,2100,SAINT-QUENTIN,Ordinaire permanent
327,LE ROYAL CLUB,58  rue Georges Pompidou,,2100,SAINT-QUENTIN,Ordinaire permanent
328,LE LIBERTY,58 BD HENRI MARTIN,TABAC,2100,SAINT-QUENTIN,Ordinaire permanent
329,,2 R CROIX BELLE PORTE,TABAC LE CARRE D-AS,2100,SAINT-QUENTIN,Ordinaire permanent
330,BAR DU PALAIS,29 RUE VICTOR BASCH,BAR DU PALAIS,2100,SAINT-QUENTIN,Ordinaire permanent
331,LE HAVANE,22 AV FAIDHERBE,,2100,SAINT-QUENTIN,Ordinaire permanent
332,,98 BD RICHELIEU,TABAC,2100,SAINT-QUENTIN,Ordinaire permanent
333,,190 R DE FAYET,TABAC,2100,SAINT-QUENTIN,Ordinaire permanent
334,,1 R DE VERMAND,TABAC,2100,SAINT-QUENTIN,Ordinaire permanent
335,,28 RUE DE LA CHAUSSEE ROMAINE,TABAC,2100,SAINT-QUENTIN,Ordinaire permanent
336,,147 R DE PARIS,TABAC LE CYRANO,2100,SAINT-QUENTIN,Ordinaire permanent
337,,7 PL DU GENERAL FOY,TABAC,2100,SAINT-QUENTIN,Ordinaire permanent
338,,4 PL DU HUIT OCTOBRE,TABAC,2100,SAINT-QUENTIN,Ordinaire permanent
339,,135 R DU GENERAL LECLERC,TABAC,2100,SAINT-QUENTIN,Ordinaire permanent
340,LE MARDANE,37 RUE DE GUISE,TABAC,2100,SAINT-QUENTIN,Ordinaire permanent
341,LE 37,37 BD CORDIER,TABAC LE 37,2100,SAINT-QUENTIN,Ordinaire permanent
342,,1 R DES CANONNIERS,TABAC AUX BONS ENFANTS,2100,SAINT-QUENTIN,Ordinaire permanent
343,LA CIVETTE,118 RUE D ISLE,,2100,SAINT-QUENTIN,Ordinaire permanent
344,,2 R VOLTAIRE,LE SUNRISE,2100,SAINT-QUENTIN,Ordinaire permanent
345,LE JUBILE,13 R DE PARIS,TABAC LE JUBILE,2100,SAINT-QUENTIN,Ordinaire permanent
346,,37 R DACHERY,TABAC LE CORTES,2100,SAINT-QUENTIN,Ordinaire permanent
347,LA PATTE D'OIE,31 RUE DE LA FERE,,2100,SAINT-QUENTIN,Ordinaire permanent
348,,4 PL DE LA MAIRIE,TABAC,2200,SEPTMONTS,Ordinaire permanent
349,,15 R HENRI POIZOT,TABAC CAFE DES SPORTS,2790,SERAUCOURT-LE-GRAND,Ordinaire permanent
350,LA CHAUMIERE,48 rue ARTHUR LACROIX,,2300,SINCENY,Ordinaire permanent
351,,46 R DE LA REPUBLIQUE,TABAC,2300,SINCENY,Ordinaire permanent
352,,2 R DE BELLEU,CAFE DE LA GARE,2200,SOISSONS,Ordinaire permanent
353,,16 R DU COMMERCE,TABAC,2200,SOISSONS,Ordinaire permanent
354,LE YELLOW,6 GRANDE PLACE,TABAC LE YELLOW,2200,SOISSONS,Ordinaire permanent
355,LE SAINT BRICE,3 RUE SAINT MARTIN,,2200,SOISSONS,Ordinaire permanent
356,,17 R SAINT-CHRISTOPHE,TABAC,2200,SOISSONS,Ordinaire permanent
357,LE LONGCHAMP,53 R SAINT-MARTIN,,2200,SOISSONS,Ordinaire permanent
358,,1 AV  VOLTAIRE,TABAC LES MARRONNIERS,2200,SOISSONS,Ordinaire permanent
359,,24 AV  DE CHATEAU THIERRY,TABAC LE FAUBOURG CRISE,2200,SOISSONS,Ordinaire permanent
360,,39 rue porte de Crouy,,2200,SOISSONS,Ordinaire permanent
361,LA MARINE,2 R DE SAINT-QUENTIN,TABAC LA MARINE,2200,SOISSONS,Ordinaire permanent
362,LE MALBORO,4 RUE PIERRE SEMARD,TABAC LE MALBORO,2700,TERGNIER,Ordinaire permanent
363,CAFE DES PECHEURS,70 RUE DE L AISNE,,2200,VENIZEL,Ordinaire permanent
364,,2 AV  PAUL DOUMER,TABAC,2140,VERVINS,Ordinaire permanent
365,,2 PL DU GENERAL DE GAULLE,TABAC,2140,VERVINS,Ordinaire permanent
366,CAFE DE LA GARE,1 PL DE LA GARE,TABAC CAFE DE LA GARE,2210,VICHEL-NANTEUIL,Ordinaire permanent
367,,13  rue Principale,TABAC,2540,VIFFORT,Ordinaire permanent
368,LE LONGCHAMP,9 PL DU DOCTEUR MOUFFLIER,TABAC LE LONGCHAMP,2600,VILLERS-COTTERETS,Ordinaire permanent
369,,67 R ALEXANDRE DUMAS,TABAC LE RALLYE,2600,VILLERS-COTTERETS,Ordinaire permanent
370,LA FRANCAISE,4 RUE DE L HOTEL DE VILLE,,2600,VILLERS-COTTERETS,Ordinaire permanent
371,LE CAFE DES SPORTS,18 AV  D ILE DE FRANCE,TABAC LE CAFE DES SPORTS,2870,VIVAISE,Ordinaire permanent
372,AUX QUATRE G,108 R DE GRASSE,AUX QUATRE G  VOUèL,2700,TERGNIER,Ordinaire permanent
373,,GARE,TABAC,2000,LAON,SpŽcial
374,,PLACE ANDRE BODEZ ,KIOSQUE PRESSE,2100,SAINT-QUENTIN,SpŽcial
375,,GARE,TABAC,2200,SOISSONS,SpŽcial
376,,GARE,TABAC,2700,TERGNIER,SpŽcial
377,,41 R DE LA REPUBLIQUE,TABAC,2700,AMIGNY-ROUY,Ordinaire permanent
378,PRESSE RƒCRƒ,58 R DES ECOLES,TABAC PRESSE RƒCRƒ,2840,ATHIES-SOUS-LAON,Ordinaire permanent
379,,6 R PORTE DE REIMS,TABAC,2860,BRUYERES-ET-MONTBERAULT,Ordinaire permanent
380,LA CIVETTE,19 RUE SADI CARNOT,,2400,CHATEAU-THIERRY,Ordinaire permanent
381,LE LONGCHAMP,73 BD GAMBETTA,"TABAC ""LE LONGCHAMP""",2300,CHAUNY,Ordinaire permanent
382,LA TAVERNE,22 R MAURICE CLAUSSE,,2400,CHIERRY,Ordinaire permanent
383,,1 PL LABRUYERE,TABAC AU CHEVAL BLANC,2350,CHIVRES-EN-LAONNOIS,Ordinaire permanent
384,,1 R DE L EGLISE,TABAC LE GUARANA,2000,CHIVY-LES-ETOUVELLES,Ordinaire permanent
385,CAFE DE LA MAIRIE,2. PLACE AUGUSTE REBEROT,,2600,COEUVRES-ET-VALSERY,Ordinaire permanent
386,BAR TABAC DU CHEMIN DES DAMES,4 R PIERRE CURTIL,TABAC DU CHEMIN DES DAMES,2820,CORBENY,Ordinaire permanent
387,LE SAINTE CATHERINE,7 R DES DOCTEURS,LE SAINTE CATHERINE,2590,ETREILLERS,Ordinaire permanent
388,,107 R DE ECLAIREUR DE NICE,TABAC AU TROTTEUR,2510,ETREUX,Ordinaire permanent
389,LE CARNOT,56 R CARNOT,"TABAC LE CARNOT, FARGNIER",2700,TERGNIER,Ordinaire permanent
390,CAFE DE LA PAIX,4 R DU BOURGET,TABAC CAFE DE LA PAIX,2800,LA-FERE,Ordinaire permanent
391,,4 CHAUSSEE DE FONTAINE,TABAC,2140,FONTAINE-LES-VERVINS,Ordinaire permanent
392,BAR TABAC DE LA PLACE D'ARMES,78 PLACE D'ARMES,,2120,GUISE,Ordinaire permanent
393,GALCAR PRESS TABAC,7 R DE FERE,,2850,JAULGONNE,Ordinaire permanent
394,,5 R DU SOUVENIR,TABAC LE SPORTIF,2240,MEZIERES-SUR-OISE,Ordinaire permanent
395,,1  rue Dardennes,TABAC,2500,MONDREPUIS,Ordinaire permanent
396,LA CROIX D'OR,81 AVENUE DE PARIS,LA CROIX D-OR,2310,MONTREUIL-AUX-LIONS,Ordinaire permanent
397,,6 AV  DE LA REPUBLIQUE,TABAC LE NARVAL,2300,OGNES,Ordinaire permanent
398,,7 R DE LA MANUFACTURE,TABAC LE TAMBOUR,2410,SAINT-GOBAIN,Ordinaire permanent
399,,56 R EMILE ZOLA,TABAC L-EVASION,2100,SAINT-QUENTIN,Ordinaire permanent
400,LE TABAKADO,22 RUE DU MAL DE LATTRE DE TASSIGNY,LE TABAKADO,2150,SISSONNE,Ordinaire permanent
401,LE HAVANITOS,33 R SAINT MARTIN,,2200,SOISSONS,Ordinaire permanent
402,LE GAMBETTA,6 BOULEVARD GAMBETTA,,2700,TERGNIER,Ordinaire permanent
403,,2 PL DE L EGLISE,TABAC,2120,VADENCOURT,Ordinaire permanent
404,,78 RTE DE PARIS,TABAC LE RELAIS PICARD,2200,VAUXBUIN,Ordinaire permanent
405,LA CIVETTE BAR,7 PLACE SADI CARNOT,,2140,VERVINS,Ordinaire permanent
406,,26 PL DU GENERAL DE GAULLE,TABAC LA CROIX D-OR,2290,VIC-SUR-AISNE,Ordinaire permanent
407,WELCOME BAR,12 RTE DE ST-QUENTIN,,2300,VILLEQUIER-AUMONT,Ordinaire permanent
408,LE BALTO,24 RUE DU GENERAL MANGIN,,2600,VILLERS-COTTERETS,Ordinaire permanent
409,LE SEVEN,1 PLACE LOUIS COMIEN,,2200,VILLENEUVE-SAINT-GERMAIN,Ordinaire permanent
410,MAISON DE LA PRESSE,3 PLACE ROCHECHOUART,,2320,ANIZY-LE-CHATEAU,Ordinaire permanent
411,LE MERMOZ,2 PL DE L EGLISE,LE MERMOZ,2500,AUBENTON,Ordinaire permanent
412,LE JEANNE D'ARC,16 PL CHARLES DE GAULLE,TABAC,2110,BEAUREVOIR,Ordinaire permanent
413,,30 PL CHARLES DE GAULLE,TABAC CAFE DE L-HOTEL DE VILLE,2220,BRAINE,Ordinaire permanent
414,,1 R MARCEL GOERGLER,TABAC,2360,BRUNEHAMEL,Ordinaire permanent
415,,138 AV DU GENERAL DE GAULLE,TABAC,2260,LA-CAPELLE,Ordinaire permanent
416,,63 R EMILE MORLOT,TABAC,2310,CHARLY-SUR-MARNE,Ordinaire permanent
417,,41 R PRINCIPALE,TABAC,2000,CHEVREGNY,Ordinaire permanent
418,BAR DU CENTRE,24 GRANDE RUE,,2570,CHEZY-SUR-MARNE,Ordinaire permanent
419,,12 R DES BORDEAUX,TABAC HOTEL DU LION NOIR,2210,COINCY,Ordinaire permanent
420,AUBERGE DE LA ROUE FLEURIE,8 RUE DE LA FONTAINE TERRIERE,TABAC ,2130,COULONGES-COHAN,Ordinaire permanent
421,,3 PL DES ALLIES,TABAC,2270,CRECY-SUR-SERRE,Ordinaire permanent
422,,13 R DE PARIS,TABAC HOTEL DE LA GARE,2650,CREZANCY,Ordinaire permanent
423,,51 GRANDE RUE,TABAC,2310,CROUTTES-SUR-MARNE,Ordinaire permanent
424,,1 R DE FLANDRES,TABAC LE LUTETIA,2690,ESSIGNY-LE-GRAND,Ordinaire permanent
425,,2 R DE LA LIBERATION,TABAC CAFE DE LA MAIRIE,2580,ETREAUPONT,Ordinaire permanent
426,LE VATIN,9 PLACE VATIN,TABAC LE VATIN,2230,FRESNOY-LE-GRAND,Ordinaire permanent
427,,1 PL ARISTIDE BRIAND,TABAC LE CAFE DU COMMERCE,2130,FERE-EN-TARDENOIS,Ordinaire permanent
428,,2 R PIERRE CURTIL,TABAC,2190,GUIGNICOURT,Ordinaire permanent
429,CHEZ DOUDOUCE,3 PLACE DU PARVIS,CHEZ DOUDOUCE,2350,LIESSE-NOTRE-DAME,Ordinaire permanent
430,,10 PL DE L HOTEL DE VILLE,TABAC PRESSE LOTO,2340,MONTCORNET,Ordinaire permanent
431,L'ESPERANCE,10 R JEAN DE LA FONTAINE,,2470,NEUILLY-SAINT-FRONT,Ordinaire permanent
432,LE SAINT GERMAIN,2 PLACE DU MARCHE,,2310,NOGENT-LARTAUD,Ordinaire permanent
433,,73 AV  DU DOCTEUR LEMAIRE,TABAC-HOTEL DE LA PLAGE,2170,LE-NOUVION-EN-THIERACHE,Ordinaire permanent
434,LA CIVETTE,5 RUE DE VERVINS,LA CIVETTE,2550,ORIGNY-EN-THIERACHE,Ordinaire permanent
435,LE LONGCHAMP,18. RUE POTEL,,2210,OULCHY-LE-CHATEAU,Ordinaire permanent
436,,12 R CONDORCET,TABAC CAFE CENTRAL,2240,RIBEMONT,Ordinaire permanent
437,,9 R DE FAUCOUZY,BAR TABAC DU CONCOURS,2120,SAINS-RICHAUMONT,Ordinaire permanent
438,LE CAP VERT,1 AV  DE LA GARE,,2820,SAINT-ERME-OUTRE-ET-RAMECOURT,Ordinaire permanent
439,,48 PLACE ROCHEFORT,TABAC,2830,SAINT-MICHEL,Ordinaire permanent
440,,19 R ALEXANDRE LEGRY,TABAC MAISON DE LA PRESSE,2370,VAILLY-SUR-AISNE,Ordinaire permanent
441,,33 R DU MOULIN,TABAC,2490,VERMAND,Ordinaire permanent
442,,3 RTE DE CHAUNY,TABAC,2430,GAUCHY,Ordinaire permanent
443,,104 R PIERRE CURTIL,TABAC,2000,LAON,Ordinaire permanent
444,,13 AV  JEAN JAURES,TABAC HOTEL DE LA GARE,2370,VAILLY-SUR-AISNE,Ordinaire permanent
445,,49 BD VICTOR HUGO,TABAC TOUTE LA PRESSE,2200,SOISSONS,Ordinaire permanent
446,LE ROYAL CLUB,112 AVENUE JEAN JAURES,,2300,CHAUNY,Ordinaire permanent
447,,10 BD DE STRASBOURG,TABAC LE RALLYE,2200,SOISSONS,Ordinaire permanent
448,,8 PL LAMARTINE,TABAC LAMARTINE,2200,SOISSONS,Ordinaire permanent
449,L'ARLEQUIN,72 AV ROBERT SCHUMAN,,2100,SAINT-QUENTIN,Ordinaire permanent
450,,192 BD GAMBETTA,TABAC LE SOLEIL LEVANT,2700,TERGNIER,Ordinaire permanent
451,LE SAINT CLAUDE,26 RUE JEAN MOULIN,,2200,SOISSONS,Ordinaire permanent
452,CIVETTE DE LA RESIDENCE,2 RUE DU COLONEL DRIANT,,2300,CHAUNY,Ordinaire permanent
453,,3 R OTMUS,TABAC CTRE CIAL LES VAUCRISES,2400,CHATEAU-THIERRY,Ordinaire permanent
454,,19 BD DE PRESLES,TABAC LE GALLIA,2200,SOISSONS,Ordinaire permanent
455,,5 RTE D ATHIES,TABAC,2000,LAON,Ordinaire permanent
456,LE ROYAL,1 R DU RESEAU VERITE FRANCAISE,TABAC LE ROYAL,2200,SOISSONS,Ordinaire permanent
457,,1 R ROCHE,TABAC,2290,BERNY-RIVIERE,Ordinaire permanent
458,,34 R DU COLONEL CHEPY,TABAC AU BORDELAIS,2270,COUVRON-ET-AUMENCOURT,Ordinaire permanent
459,,2 AV  PIERRE CHOQUARD,TABAC LA TABATIERE,2100,SAINT-QUENTIN,Ordinaire permanent
460,,route d'Etrepilly,CENTRE COMMERCIAL DE LA MOISERIE,2400,CHATEAU-THIERRY,Ordinaire permanent
461,,1 PL DU 8 MAI 1945,TABAC RENDEZ-VOUS DES SPORTIFS,2120,LESQUIELLES-SAINT-GERMAIN,Ordinaire permanent
462,,2 AV  FREDERIC VIEFVILLE,TABAC,2270,CHEVRESIS-MONCEAU,Ordinaire permanent
463,CAFE DU CENTRE,10 R DU CHATEAU,TABAC CAFE DU CENTRE,2420,BELLENGLISE,Ordinaire permanent
464,,30 AV DU GENERAL DE GAULLE T,TABAC,2250,MARLE,Ordinaire permanent
465,BAR DE L'ESPLANADE,ESPACA CHARLES DE GAULLE,,2760,HOLNON,Ordinaire permanent
466,,5 R DU PRESBYTERE,TABAC,2220,CIRY-SALSOGNE,Ordinaire permanent
467,LE THIOLET,8 PLACE DU THIOLET,,2240,ITANCOURT,Ordinaire permanent
468,,7 R DE SOISSONS,TABAC LE GAME ARIUM,2200,ACY,Ordinaire permanent
469,,79 GRANDE RUE,#NOM?,2310,VILLIERS-SAINT-DENIS,Ordinaire permanent
470,CAFE DE LA MAIRIE,15 PLACE DE LA MAIRIE,,2400,BRASLES,Ordinaire permanent
471,,15 PLACE DU FAUBOURG,BAR DU COMMERCE,3360,AINAY-LE-CHATEAU,Ordinaire permanent
472,,PORTES D'AVERMES,BAR TABAC PRESSE,3000,AVERMES,Ordinaire permanent
473,,16 PLACE DE L EGLISE,LA ROTONDE,3700,BELLERIVE-SUR-ALLIER,Ordinaire permanent
474,,6 PL DE LA PAIX,TABAC L-ARLEQUIN,3700,BELLERIVE-SUR-ALLIER,Ordinaire permanent
475,,ROUTE DES GILLETTES,TABAC,3170,BEZENET,Ordinaire permanent
476,,19 R ACHILLE ALLIER,TABAC PRESSE,3160,BOURBON-LARCHAMBAULT,Ordinaire permanent
477,,le bourg,TABAC,3120,LE-BREUIL,Ordinaire permanent
478,,20 RUE DE L'EUROPE /BOIS RANDENAIS,A L-OREE DU BOIS,3700,BRUGHEAS,Ordinaire permanent
479,,LE BOURG,AUBERGE LES CAMPANULES,3250,LA-CHABANNE,Ordinaire permanent
480,,LA RENAISSANCE SNC,TABAC,3170,CHAMBLET,Ordinaire permanent
481,,35 RUE DE L'HORLOGE,EPICERIE TABAC JEUX,3140,CHANTELLE,Ordinaire permanent
482,,3 R EMILE MALE,LE CHIQUITO,3600,COMMENTRY,Ordinaire permanent
483,,73 RUE JEAN JAURES,LE BRAZZA,3600,COMMENTRY,Ordinaire permanent
484,,21 PL DU 14 JUILLET,BAR TABAC LE FLASH,3600,COMMENTRY,Ordinaire permanent
485,,23 R CHRISTOPHE THIVRIER,BAR TABAC LE FORGERON,3600,COMMENTRY,Ordinaire permanent
486,,25 RUE CHRISTOPHE THIVRIER, LE BERGERAC,3600,COMMENTRY,Ordinaire permanent
487,,15 place de la Mairie,TABAC LE RELAIS DE LA SIOULE,3500,CONTIGNY,Ordinaire permanent
488,,R MAX DORMOY,TABAC PANIER SYMPA,3320,COULEUVRE,Ordinaire permanent
489,,1  RUE DES DAMES,LE LION D-OR,3240,CRESSANGES,Ordinaire permanent
490,,9 COURS LAFAYETTE,BAR ,3300,CUSSET,Ordinaire permanent
491,,4 R DE LA CONSTITUTION,TABAC LE BALTO,3300,CUSSET,Ordinaire permanent
492,,6 PL VICTOR HUGO,TABAC PRESSE DE L-EGLISE,3300,CUSSET,Ordinaire permanent
493,,3 RUE DU 29 JUILLET,LE CHIQUITO,3300,CUSSET,Ordinaire permanent
494,,11 AV  GILBERT ROUX,TABAC,3300,CUSSET,Ordinaire permanent
495,,138 AV  DE VICHY,LE PASS YO,3300,CUSSET,Ordinaire permanent
496,,78 R STALINGRAD,TABAC LE MARMIGNOLLE,3630,DESERTINES,Ordinaire permanent
497,,48 R DE LA REPUBLIQUE,TABAC LE CAFE CREME,3630,DESERTINES,Ordinaire permanent
498,,1 RUE PASTEUR,RESTAURANT MARTINS,3410,DOMERAT,Ordinaire permanent
499,,207 GRANDE RUE,TABAC PRESSE ,3290,DOMPIERRE-SUR-BESBRE,Ordinaire permanent
500,,2 place du Lampier,LE RETRO,3190,ESTIVAREILLES,Ordinaire permanent
501,,8 PLACE HENNEQUIN,L-OCCITAN,3800,GANNAT,Ordinaire permanent
502,,2 CRS DE LA REPUBLIQUE,TABAC,3800,GANNAT,Ordinaire permanent
503,,14 AV DE LA REPUBLIQUE,TABAC,3800,GANNAT,Ordinaire permanent
504,,29 COURS DE LA REPUBLIQUE,"""CHEZ CLEMENT""",3800,GANNAT,Ordinaire permanent
505,,22 RUE GAMBETTA,TABAC,3190,HERISSON,Ordinaire permanent
506,,2 RUE DU DOCTEUR VINATIER,TABAC,3320,LURCY-LEVIS,Ordinaire permanent
507,,1 RUE DU COMMERCE,TABAC PRESSE DEVAUX,3230,LUSIGNY,Ordinaire permanent
508,,2 ROUTE DE DOYET,LE SAINT ROCH,3600,MALICORNE,Ordinaire permanent
509,,50 GRANDE RUE,CAFE DE LA PLACE,3130,MOLINET,Ordinaire permanent
510,,R DE L INDUSTRIE,AUBERGE DU PANIER FLEURI,3340,MONTBEUGNY,Ordinaire permanent
511,,51 R PASQUIS,TABAC,3100,MONTLUCON,Ordinaire permanent
512,,58 AV JULES GUESDE,HAVANA CAFE,3100,MONTLUCON,Ordinaire permanent
513,,40 AV MARX DORMOY,LE BRAZZA,3100,MONTLUCON,Ordinaire permanent
514,,10 R DES FORGES,TABAC,3100,MONTLUCON,Ordinaire permanent
515,,12 AVENUE DE LA REPUBLIQUE,TABAC LE MARIGNY,3100,MONTLUCON,Ordinaire permanent
516,,1 PLACE JEAN JAURES,LE CALUMET,3100,MONTLUCON,Ordinaire permanent
517,,116 AVENUE DE LA REPUBLIQUE,LE MONTE CRISTO,3100,MONTLUCON,Ordinaire permanent
518,,17 R PAUL CONSTANS,BAR TABAC LA PERGOLA,3100,MONTLUCON,Ordinaire permanent
519,,105  avenue du GŽnŽral de Gaulle,LE CAPITOLE,3100,MONTLUCON,Ordinaire permanent
520,,116 AVENUE DU PRESIDENT AURIOL,L-AURIOL,3100,MONTLUCON,Ordinaire permanent
521,,44 FBG SAINT PIERRE,TABAC PRESSE ST PIERRE DE JADE,3100,MONTLUCON,Ordinaire permanent
522,,60 RUE DE BLANZAT,LE FLY,3100,MONTLUCON,Ordinaire permanent
523,,24 R ALBERT THOMAS,AUX 1000 CADEAUX,3100,MONTLUCON,Ordinaire permanent
524,,1 R MISCAILLOUX,LE MISCAILLOUX,3100,MONTLUCON,Ordinaire permanent
525,,58 AV J Kennedy ,TABAC,3100,MONTLUCON,Ordinaire permanent
526,,112 AV J.F. KENNEDY,TABAC,3100,MONTLUCON,Ordinaire permanent
527,,32 BD TOURRET,CAFE DU CHAMP DE FOIRE,3390,MONTMARAULT,Ordinaire permanent
528,,29 PL D  ALLIER,TABAC,3000,MOULINS,Ordinaire permanent
529,,18 AV DE LA LIBERATION,TABAC PRESSE DE LA MADELAINE,3000,MOULINS,Ordinaire permanent
530,,31 RUE DE LYON,TABAC PRESSE PUISSAUVE,3000,MOULINS,Ordinaire permanent
531,,27 PL JEAN MOULIN,CINE PHIL TABAC PRESSE,3000,MOULINS,Ordinaire permanent
532,,6 plce de cortet,"BAR TABAC PRESSE ""LE FONTENOY""",3000,MOULINS,Ordinaire permanent
533,,36 PL D ALLIER,LE HAVANE,3000,MOULINS,Ordinaire permanent
534,,107 RUE DE BOURGOGNE,LE CELTIC,3000,MOULINS,Ordinaire permanent
535,,80 R REGEMORTES,TABAC,3000,MOULINS,Ordinaire permanent
